full_name, stars, forks, description, language
zhengken/LyricViewDemo, 390, 54, "LyricView is a powerful and flexible custom view to display lyrics within music player under Android", Java
barryhappy/TContributionsView, 388, 38, "TContributionsView can be use for a Contributions View, like in one personal homepage of Github, and more than that. ", Java
DmitriyZaitsev/RadarChartView, 383, 53, "Android view (widget) for rendering radial diagrams", Java
devsideal/SquareMenu, 381, 57, "SquareMenu is a custom Floating Action Button with a different shape from traditional FABs and with three sub menu buttons.", Java
daniel-stoneuk/material-about-library, 379, 34, "Making it easy to create beautiful about screens for your apps", Java
jaychang0917/SimpleText, 378, 39, "A simple spannable string helper", Java
Netflix/conductor, 377, 48, "Conductor is a microservices orchestration engine - https://netflix.github.io/conductor/ ", Java
xinghongfei/Hello-RxJava, 370, 77, "Learn  Rxjava", Java
square/gifencoder, 365, 32, "A pure Java library implementing the GIF89a specification. Suitable for use on Android.", Java
irfaan008/OnePageSigninSignup, 358, 68, "Signin and Signup in single Screen using PercentRelativeLayout", Java
uncleleonfan/FanChat, 356, 113, "泛聊，一个IM示例项目，使用MVP模式，集成了环信SDK和Bmob后端云。基于黑马程序员即时通讯项目。", Java
KingsMentor/MobileVisionBarcodeScanner, 356, 47, "Barcode Scanner powered by Mobile Vision Api", Java
MartinRGB/RapidInterpolator, 355, 41, "Realtime interpolator editor(Inspired by Facebook Rebound)", Java
gjiazhe/ScrollParallaxImageView, 348, 48, "Provides parallax effects when ImageView scrolls in the screen.", Java
hejunlin2013/LivePlayback, 345, 75, "Android TV直播电视节目 ,包含各央视频道及卫视频道", Java
peng8350/JPTabBar, 331, 82, "TabBar For Android ,Android navigation bar at the bottom of a cool, accord with the design specification of the Volkswagen APP", Java
julian-klode/dns66, 316, 23, "DNS-based Ad/Host Blocker for Android", Java
wangshaolei/UnderLineLinkTextView, 315, 48, "Support some of the key words can be clicked with the underline TextView", Java
NodensN/MediaPickerInstagram, 314, 37, "", Java
HuanHaiLiuXin/SnackbarUtils, 313, 47, "Snackbar工具类", Java
githubwing/ThreeDLayout, 311, 51, "A 3D Layout for Android,When you use it warp other view,it can became a 3D view,一秒让你的view拥有3D效果！", Java
json-iterator/java, 310, 63, "jsoniter (json-iterator) is fast and flexible JSON parser available in Java and Go", Java
czy1121/badgebutton, 309, 52, "带有徽标(数字，小红点)的按钮", Java
baidao/tinker-manager, 309, 73, "微信tinker补丁管理，后端代码+客户端sdk", Java
jrummyapps/html-builder, 309, 27, "Build valid HTML for Android TextView", Java
SwiftyWang/FingerColoring-Android, 307, 42, "", Java
yingLanNull/AlphaTabsIndicator, 306, 63, "高仿微信底部状态栏的轻量级库，没有MagicIndicator那么臃肿，符合大多数BottomTabBar应用设计需求，Android Navigation Bar , 高仿微信底部状态栏的轻量级库, Lightweight Library of high imitation WeChat bottom status bar", Java
JakeWharton/RxWindowIfChanged, 304, 18, "An RxJava 2 operator which splits an observable into windows using a key selector.", Java
proninyaroslav/libretorrent, 293, 46, "Free as in Freedom torrent client for Android", Java
andyxialm/TyperEditText, 290, 44, "Typewriter", Java
bingoogolapple/BGASwipeBackLayout-Android, 288, 31, "通过修改 support-v4 包中 SlidingPaneLayout 的源码来实现滑动返回布局", Java
memfis19/Cadar, 282, 29, "Android solution which represents month and list calendar views.", Java
Bakumon/NumberAnimTextView, 276, 37, "数字增加动画的 TextView", Java
vipshop/Saturn, 275, 91, "The VIP's distributed job schedule platform. It supports java and shell jobs with sharding, tolerance, high availability...", Java
mayubao/KuaiChuan, 275, 74, "仿茄子快传的一款文件传输应用", Java
czy1121/settingscompat, 273, 25, "特殊权限(Special Permissions)兼容库，悬浮窗权限(SYSTEM_ALERT_WINDOW)与系统设置修改权限(WRITE_SETTINGS)", Java
yuweiguocn/SquareLoading, 272, 29, "A square animated loader.", Java
ronaldsmartin/Material-ViewPagerIndicator, 272, 44, "Dot-based Android ViewPager indicator with Material Design animations.", Java
Netflix/hollow, 269, 18, "Hollow is a java library and comprehensive toolset for harnessing small to moderately sized in-memory datasets which are disseminated from a single producer to many consumers for read-only access.", Java
SuperMan42/MVP, 268, 99, "App based on Material Design + MVP + Rxjava + Retrofit + Okhttp + RecyclerView + Glide + cache + theme + others + 全民直播", Java
rubensousa/RaiflatButton, 267, 36, "A raised button that lowers down to 0dp of elevation", Java
mcxtzhang/SwipeCaptcha, 267, 37, "Swipe captcha of Android  platform.  Android 平台的滑动验证码。", Java
developer-shivam/Diagonalify, 267, 49, "Diagonal cut view", Java
yingLanNull/CircleAlarmTimerView, 264, 28, "A custom reusable circular slider control for Android application", Java
pcevikogullari/AndroidShortcuts, 264, 24, "Example app for shortcuts in design library v25", Java
IntruderShanky/Frisson, 262, 58, "Provide Funky cuts on image (The Perfect Header for Profile UI)", Java
Freshman111/VerificationCodeView, 261, 31, "VerificationCode View", Java
SmartisanTech/packages_apps_OneStep, 260, 63, "Smartisan open source code for full build(Feature OneStep APP)", Java
smart-fun/SmartFonts, 257, 36, "Smart Fonts for Android is a Library which makes it easy to use Custom Fonts in Apps", Java
alexjlockwood/adp-delightful-details, 256, 29, "This is the sample app corresponding to my blog post about icon animations.", Java
gjiazhe/MultiChoicesCircleButton, 255, 40, "A multiple-choice button with 3D parallax effect.", Java
vivian8725118/ZXingGenerator, 247, 39, "花式二维码生成，提供了6种样式", Java
vaigunth/card-printer, 245, 27, "Pull down to refresh - card printer", Java
yanzhenjie/album, 245, 57, "Android轻量级相册，支持单/多选、缩放、预览、按文件夹查看图片。", Java
thingsboard/thingsboard, 243, 20, "Open-source IoT Platform - Device management, data collection, processing and visualization.", Java
diamondlin2016/LauncherView, 242, 32, "app 启动时的 Loading 动画", Java
jrvansuita/GaussianBlur, 242, 35, "A easy and simple library to apply Gaussian blur on images.", Java
ladingwu/ApplicationDemo, 239, 55, "RxJava 各种操作符（包括线程调度）的使用范例", Java
codbking/CalendarExaple, 239, 30, "android高仿钉钉和小米的自定义日历控件（支持阴历和阳历，左右无限翻页viewpager）", Java
czy1121/noticeview, 236, 31, "滚动播放的公告控件", Java
androidessence/PinchZoomTextView, 235, 21, "A TextView library that allows the user to increase/decrease font size with a two finger gesture by the user.", Java
yakivmospan/scytale, 233, 9, "One tool to manage key generation, key storing and encryption on different APIs of Android.", Java
Yellow5A5/ClearScreenHelper, 230, 32, "The ClearScreenHelper can help you clear screen by sliding mode easily.", Java
FJ917/FJEditTextCount, 227, 49, "栗子——自定义EditText实现右下角计数控件", Java
wangshaolei/AutoFillEmailEditText, 227, 30, "Auto Fill the custom email to EditText", Java
dianping/pigeon, 226, 48, "RPC framework of DIANPING", Java
jparkie/PDD, 225, 17, "Advanced Bloom Filter Based Algorithms for Efficient Approximate Data De-Duplication in Streams", Java
guolindev/booksource, 225, 133, "《第二行代码》全书源代码", Java
Jasonette/JASONETTE-Android, 221, 19, "📡 Native App over HTTP, on Android", Java
limedroid/XRichText, 221, 32, "显示富文本的TextView", Java
czy1121/roundbutton, 219, 42, "可设置圆角背景边框的的按钮", Java
armcha/Vertical-Intro, 214, 25, "Vertical intro allows you to integrate material vertical intro to your app", Java
xenione/tab-digit, 210, 24, "", Java
czy1121/loadinglayout, 210, 33, "简单实用的页面多状态布局(content,loading,empty,error) ", Java
HalfStackDeveloper/SwipeCardRecyclerView, 208, 50, "利用RecyclerView打造的滑动卡片View，支持左滑右滑删除", Java
zhihu/mirror, 207, 15, "Yet another Sketch Mirror App for Android. ", Java
closedevice/FastApp, 206, 64, "", Java
wuapnjie/SuspensionBar, 204, 30, "a RecyclerView suspension bar implementation like Instagram", Java
VictorAlbertos/SwipeCoordinator, 204, 26, "A coordinator layout for Android views to animate and typify touch events as swipe gestures", Java
zhonghanwen/ColorTextView, 204, 20, "mark some phrase with colors", Java
zhangyuChen1991/OverWatchLoading, 203, 36, "守望先锋的加载动画", Java
CGmaybe10/FocusSurfaceView, 203, 27, "拍照时在相机的预览界面指定一个区域的大小，形状和位置，只拍摄该指定区域里的图像 ", Java
huage2580/ZuiMeiTAG, 203, 28, "仿最美应用的底栏，使用recyclerView实现", Java
ittianyu/MobileGuard, 202, 30, "An Android app for managing mobile. And it supports Android 7.0. 一个管理安卓手机的应用，支持安卓7.0", Java
maoruibin/ReView, 200, 20, "A view to help developers and designers view the View's font size, color, and border.", Java
yegor256/eo, 198, 23, "EO programming language", Java
codemybrainsout/smart-app-rate, 196, 43, "An Android library to encourage users to rate the app on the Google PlayStore.", Java
apache/incubator-rocketmq, 196, 68, "Mirror of Apache RocketMQ", Java
lawloretienne/MovieHub, 195, 26, "Showcases popular movies, tv shows, and people from The Movie Database", Java
Stuie/papercut, 193, 8, "Keep your codebase simple", Java
githubwing/ExpandableViewpager, 190, 30, "A Cool Viewpager ~ 可以展开缩放的Viewpager", Java
LuoboDcom/ZZShow, 189, 55, "吱吱：一款集合了新闻、视频和图片信息的Material Design风格的开源应用", Java
liuguangqiang/RippleLayout, 188, 19, "A layout that implemented ripple effect for transition animation.", Java
Karumi/KataScreenshotAndroid, 186, 15, "Screenshot Kata for Android Developers. The main goal is to practice UI Testing.", Java
AmniX/AdBlockedWebView-Android, 186, 29, "An Implementation of WebView with Ad-blocked Interface. Blocks Banner And Video Apps From Web Page ", Java
Assassinss/Interessant, 183, 33, "Unofficial Android client of Eyepetizer(开眼视频).", Java
gavinliu/SimpleOneStep, 182, 34, "The SimpleOneStep is like OneStep about Smartisan OS 3.", Java
RiccardoMoro/LongPressPopup, 176, 14, "Make a Popup appear long pressing on a view and handle drag-release events on its elements", Java
Hitomis/CrazyShadow, 175, 24, "A line of code lets the view add shadows", Java
yanbober/AvatarLabelView, 175, 25, "一个可配置的迷你版轻量级 Label 辅助类，支持多种配置效果。", Java
florent37/SingleDateAndTimePicker, 174, 25, "You can now select a date and a time with only one widget !", Java
limedroid/XDroidMvp, 173, 50, "轻量级的Android MVP快速开发框架", Java
munix/LogcatTextView, 172, 19, "A simple view to see logcat in your app", Java
RameshBhupathi/CollapsingToolbar-With-Webview, 168, 24, "", Java
DaylightingSociety/WhereAreTheEyes, 167, 8, "Surveillance Detection and Mapping App", Java
google/conscrypt, 165, 16, "Conscrypt is a Java Security Provider that implements parts of the Java Cryptography Extension and Java Secure Socket Extension.", Java
mcxtzhang/all-base-adapter, 165, 24, " Adapter terminator, including DataBinding, any ViewGroup, list(Rv, Lv ). Write Adapter, it is enough .Adapter终结者，包含DataBinding，任意ViewGroup，Rv、Lv列表。写Adapter，有它就够了", Java
gavinliu/NotificationBox, 164, 22, "This is a tool app that solve too much notifications on android device", Java
songixan/SmileRefresh, 164, 16, "微笑下拉刷新。这是在 SwipeRefreshLayout基础上修改的下拉刷新库。", Java
lopei/collageview, 163, 21, "", Java
CarGuo/RecordWave, 163, 31, "MP3音频录制，支持类似IOS原生的单边或者双边波形显示，低版本音频权限兼容，本地或者在线音频播放的波形显示，录制波形和播放波形会根据声音频率变色的功能，边播边缓存功能，简书入口http://www.jianshu.com/p/2448e2903b07", Java
Sloy/preferator, 160, 12, "Edit your application SharedPreferences from the device", Java
zuoweitan/CircleImageView, 158, 19, "A circular ImageView simply used as normal ImageView.", Java
aykuttasil/CallRecorder, 157, 27, "Android Phone Call Recorder", Java
burgessjp/GetWordTextView, 152, 21, "A TextView that can get word in it's content by click.(一个可以取词的TextView)", Java
yiyuanliu/FlipGank, 152, 25, "FlipBoard 翻页风格的 Gank.io 客户端", Java
a-voyager/WeekToDo, 150, 28, "《番茄周》软件开源项目", Java
fashare2015/ActivityTracker, 149, 36, "A FloatingView to show current topActivity in the activity stack.", Java
MatteoBattilana/WeatherView, 145, 30, "WeatherView is an Android Library that helps you make a cool weather animation for your app", Java
asmcup/runtime, 145, 13, "Runtime and compiler for the Assembly Cup", Java
AndroidMsky/WXhongbao, 143, 53, "自动领取微信红包,支持锁屏聊天界面等各种情况目前为6.3.32版本", Java
liudongmiao/Brevent, 142, 31, "", Java
samanyougarg/ABR-App-Backup-Restore, 141, 29, "A simple android app to backup and restore your android apps", Java
Tesco/mewbase, 136, 24, "", Java
ChyengJason/ShoppingCart, 135, 42, "仿饿了么购物车", Java
TinkoffCreditSystems/decoro, 133, 4, "", Java
niuxiaowei/SimpleJavaJsBridge, 129, 29, "", Java
uptechteam/MotionViews-Android, 128, 29, "Code Guide: How to create Snapchat-like image stickers and text stickers.", Java
jineshfrancs/ThemedGoogleMap, 128, 19, "Utility class to make GoogleMap with custom theme.", Java
kevalpatel2106/Prevent-Screen-Off, 127, 22, "This is the library that keeps the screen on until user is looking at the screen.", Java
uin3566/DragFooterView, 127, 15, "An easy-to-use draggable ViewGroup, support drag footer effect to perform more operation", Java
jaychang0917/SocialLoginManager, 126, 20, "Android social login (facebook, google) helper powered by RxJava", Java
zaaach/TopRightMenu, 126, 23, "a top-right popup menu like qq for android.", Java
androidthings/new-project-template, 125, 41, "", Java
mcxtzhang/PathAnimView, 123, 20, "用于做Path动画的自定义View。 I have a path.I have a view. (Oh~),Path(Anim)View.", Java
andyxialm/CutoLoadingView, 122, 12, "A custom loading view, just like CutoWallpaper.", Java
ssseasonnn/PracticalRecyclerView, 120, 32, " Encapsulation RecyclerView, to create for the development of a very practical tool, add some commonly used in the development of function, such as drop-down refresh, paging, automatic loading, loading error, etc.More new functions will gradually add...封装RecyclerView,  立志打造为一个非常实用的开发工具 , 添加一些开发中常用的功能 , 例如下拉刷新, 分页, 自动加载 , 加载错误等等 ;  更多的新功能将会逐步添加...", Java
samanyougarg/Currency-Converter-Android, 118, 14, "Currency Converter is a simple and easy-to-use material design currency converter for android.", Java
gnehsuy/TaoBaoUI, 116, 35, "自己写的高仿淘宝界面", Java
ImmortalZ/Learn_Depth, 116, 22, "拆轮子-学习Depth唯美的动画效果", Java
chenenyu/Router, 114, 12, "🚀🚀🚀Simple and flexible router library for Android platform.", Java
tarek360/Animated-Icons, 114, 18, "Android Animated Icons", Java
peng8350/LoadingProgress, 114, 28, "This is the library when you loading an image from net.you may be use it to show the progress.it support many image framework..such as:fresco,glide,picasso,uil and so on.", Java
BeppiMenozzi/TriStateToggleButton, 113, 18, "Customizable tri-state toggle button (with three states, three state toggle) for Android", Java
TellH/RecyclerTreeView, 113, 15, "TreeView implement in Android with RecyclerView.", Java
ittianyu/BottomNavigationViewEx, 113, 31, "An android lib for enhancing BottomNavigationView. 一个增强BottomNavigationView的安卓库。", Java
Ishmeetsingh97/FontometricsLibrary, 112, 15, "Android Library to use custom fonts with ease.", Java
gsh199449/spider, 112, 53, "A configurable web spider with a easy-to-use web console", Java
HalfStackDeveloper/FloatBall, 111, 20, "仿flyme悬浮球", Java
tensorflow/ecosystem, 111, 33, "Integration of TensorFlow with other open-source frameworks", Java
0ximDigital/RxAnimations, 108, 2, "Repository for android animations Rx wrapper", Java
limedroid/TagEditText, 105, 15, "Text control for displaying tags.", Java
kalessil/phpinspectionsea, 103, 9, "A Static Code Analyzer for PHP (a PhpStorm/Idea Plugin)", Java
jiang111/ZhiHu-TopAnswer, 102, 17, "知乎热门榜", Java
wuyinlei/MyHearts, 102, 34, "仿我心UI，后期有时间完善数据", Java
AndroidDeveloperLB/RootHelper, 100, 13, "An extension to use libsuperuser library more easily", Java
spotbugs/spotbugs, 100, 7, "SpotBugs is FindBugs' successor. A tool for static analysis to look for bugs in Java code.", Java
Kapeli/Dash-iOS, 5170, 712, "Dash gives your iPad and iPhone instant offline access to 150+ API documentation sets", Objective-C
Jasonette/JASONETTE-iOS, 3798, 161, "📡 Native App over HTTP, on iOS", Objective-C
bikkelbroeders/TouchBarDemoApp, 1481, 117, "Allows you to use your macOS Touch Bar from an iPad (through USB connection) or on-screen by pressing the Fn-key.", Objective-C
iphone5solo/PYSearch, 1358, 311, "🔍 An elegant search controller which replaces the UISearchController for iOS.", Objective-C
gyjzh/LLWeChat, 690, 186, "实现IM基本功能，并且在细节、完成度、bugfree上媲美任何主流IM应用", Objective-C
cyanzhong/Retriever, 634, 74, "Retrieving InfoPlist without Jailbreaking on iOS Devices", Objective-C
ptmt/react-native-touchbar, 617, 18, "TouchBar for react-native-macos", Objective-C
QMUI/QMUI_iOS, 614, 61, "QMUI iOS——致力于提高项目 UI 开发效率的解决方案", Objective-C
googlecreativelab/Sprayscape, 460, 68, "Sprayscape is a perfectly imperfect VR-ish camera. It is an open source Android app released on the Android Experiments platform.", Objective-C
kangzubin/XMNetworking, 436, 54, "A lightweight but powerful network library with simplified and expressive syntax based on AFNetworking.", Objective-C
liuzhiyi1992/ZYSideSlipFilter, 373, 68, "Awesome side slip filter for your display rack, 侧边栏条件筛选器，筛选区域模块插拔，AutoLayout动态适配区域高度", Objective-C
castial/HYFileManager, 312, 73, "HYFileManager is a powerful util based on NSFileManager.", Objective-C
yate1996/YYStock, 304, 82, "iOS股票K线第二版：整合了分时图，日周月K线图，五档图，长按，捏合缩放，全屏非全屏切换自适应", Objective-C
zhengwenming/WMDragView, 277, 61, "拖吗？拖！拖就用WMDragView吧。WMDragView致力于让任意View都可以自由拖动。", Objective-C
brentsimmons/Vesper, 272, 39, "Vesper is a note-taking app for iOS by Q Branch.", Objective-C
iphone5solo/PYTheme, 253, 59, "An easy way to change theme through NSObject's category for iOS.", Objective-C
youusername/magnetX, 252, 54, "资源搜索型软件 macOS OSX magnet", Objective-C
hamzasood/pam_touchid, 235, 11, "A PAM module for authentication with Touch ID", Objective-C
ming1016/STMURLCache, 227, 35, "iOS预加载Web页面方案", Objective-C
EnjoySR/ESPictureBrowser, 222, 34, "一个集成简单交互效果不错的图片浏览器😄", Objective-C
tingxins/TXScrollLabelView, 215, 43, "TXScrollLabelView (Objective-C), the best way to show & display such as adverts / boardcast / onsale e.g. with a customView", Objective-C
southpeak/Minya, 195, 14, "A simple basic hierarchy for iOS development with Objective-C. It is based on MVCS and KVO.", Objective-C
tiantianlan/LiveExplanation, 179, 52, "直播技术的总结", Objective-C
jkpang/PPCounter, 178, 30, "一款优雅的数字/金额增减动效控件,支持UILabel、UIButton显示", Objective-C
zekunyan/TTGPuzzleVerify, 171, 21, "By completing image puzzle game, TTGPuzzleVerify is a more user-friendly verification tool on iOS, which is highly customizable and easy to use. 体验更友好的拼图验证控件", Objective-C
music4kid/EasyCode-Xcode, 145, 27, "'legal' Xcode Plugin for inserting code in super duper fast lazy way.", Objective-C
CoderVan/Yeshijia-APP, 142, 23, "高仿  悦食家APP 相似度", Objective-C
dhirajjadhao/Newly, 137, 11, "Newly is a drop in solution to add Twitter/Facebook/Linkedin style, new updates/tweets/posts available button. It can be used to notify user about new content availability and can other actions can be triggers using its delegate method.", Objective-C
netyouli/WHC_KeyboardManager, 131, 33, "iOS平台轻量级的键盘管理器，使用简单功能强大，键盘再也不会挡住输入控件", Objective-C
lyb5834/YBPopupMenu, 126, 27, "快速集成popupMenu", Objective-C
emoRaivis/MacMorpheus, 125, 16, "3D 180/360 video player for macOS and PSVR", Objective-C
dani-gavrilov/GDPerformanceView, 118, 7, "Shows FPS, CPU usage, memory usage above the status bar.", Objective-C
HelloYeah/DraggingSort, 118, 35, "长按拖拽排序", Objective-C
hackiftekhar/IQScreenRuler, 115, 35, "Screen Ruler - Pixel Perfect Screenshot Ruler", Objective-C
JoySeeDog/JSDBanTangHomeDemo, 115, 27, "真正的仿半塘首页效果，半糖首页核心技术解析。", Objective-C
Sinkup/CameraStickerDemo, 109, 16, "基于GPUImage的实时视频流贴纸Demo", Objective-C
StanlyHardy/FlareView, 109, 9, "Create Animatic flares around your uiview's. Visit  http://stanlyhardy.github.io/FlareView/.  for more info", Objective-C
LinXunFeng/LXFFM, 104, 37, "高仿喜马拉雅FM", Objective-C
steventroughtonsmith/TouchBarScreenshotter, 100, 5, "Touch Bar screenshotter; easily snap screenshots of the currently presented Touch Bar in macOS", Objective-C
songrotek/Deep-Learning-Papers-Reading-Roadmap, 8715, 1122, "Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!", Python
alexjc/neural-enhance, 5879, 409, "Super Resolution for images using deep learning.", Python
rushter/MLAlgorithms, 5007, 567, "Minimal and clean examples of machine learning algorithms", Python
openai/universe, 3852, 320, "Universe: a software platform for measuring and training an AI's general intelligence across the world's supply of games, websites and other applications.", Python
miloyip/game-programmer, 2692, 262, "A Study Path for Game Programmer", Python
pypa/pipfile, 1617, 36, "", Python
deepmind/learning-to-learn, 1375, 149, "Learning to Learn in TensorFlow", Python
buriburisuri/speech-to-text-wavenet, 1214, 136, "Speech-to-Text-WaveNet : End-to-end sentence level English speech recognition based on DeepMind's WaveNet and tensorflow", Python
drathier/stack-overflow-import, 1196, 43, "Import arbitrary code from Stack Overflow as Python modules.", Python
kennethreitz/maya, 1058, 40, "Datetimes for Humans™", Python
CreatCodeBuild/TensorFlow-Chinese-Tutorial, 934, 174, "TensorFlow中文教程", Python
golastmile/rasa_nlu, 784, 85, "", Python
xdavidhu/mitmAP, 706, 71, "A python program to create a fake AP and sniff data.", Python
anantdgoel/HackPrincetonF16, 658, 184, "", Python
Kyubyong/numpy_exercises, 640, 123, "Numpy exercises.", Python
ParhamP/altify, 602, 41, "Uses deep learning to caption images in an HTML file and fills out its alternative text attributes with the related caption", Python
xianhu/LearnPython, 572, 439, "以撸代码的形式学习Python", Python
ceteri/pytextrank, 528, 38, "A pure Python impl of TextRank for document summarization", Python
intelxed/xed, 516, 33, "x86 encoder decoder", Python
khamidou/lptrace, 507, 21, "strace for Python programs.", Python
lakshaykalbhor/MusicRepair, 475, 30, ":musical_score: Fixes music metadata and adds album art.", Python
ysrc/xunfeng, 456, 209, "巡风是一款适用于企业内网的漏洞快速应急，巡航扫描系统。", Python
despoisj/DeepAudioClassification, 426, 55, "Finding the genre of a song with Deep Learning", Python
xianhu/PSpider, 425, 164, "simple python spider frame, simple python crawler frame", Python
joowani/kq, 388, 9, "Kafka-based Job Queue for Python", Python
ParhamP/Speech-Hacker, 352, 34, "Makes famous people speak whatever you wish by linking their words", Python
pyupio/safety-db, 333, 7, "A curated database of insecure Python packages", Python
NicolasHug/Surprise, 330, 39, "A Python recommender system library aimed towards researchers, teachers and students.", Python
openai/universe-starter-agent, 326, 69, "A starter agent that can solve a number of universe environments.", Python
googlecreativelab/aiexperiments-ai-duet, 313, 55, "Trade melodies with a neural network.", Python
sslab-gatech/DrK, 298, 49, "The DrK Attack - Proof of concept", Python
tkipf/gcn, 297, 59, "Implementation of Graph Convolutional Networks in TensorFlow", Python
kalliope-project/kalliope, 296, 30, "Kalliope is a modular always-on voice controlled personal assistant designed for home automation.", Python
SullyChen/Autopilot-TensorFlow, 295, 79, "A TensorFlow implementation of this Nvidia paper: https://arxiv.org/pdf/1604.07316.pdf with some changes", Python
hanzhanggit/StackGAN, 286, 32, "", Python
cameronfabbri/Colorful-Image-Colorization, 263, 19, "A deep learning approach to colorizing images", Python
Jolly23/wx_pay_python, 262, 75, "weixin pay python 微信支付功能集，前期开发借鉴zwczou https://github.com/zwczou/weixin-python ，后期补充功能，升级到最新微信支付接口配套代码", Python
anantzoid/Conditional-PixelCNN-decoder, 257, 30, "Tensorflow implementation of Gated Conditional Pixel Convolutional Neural Network", Python
clab/dynet_tutorial_examples, 247, 69, "Tutorial on 'Practical Neural Networks for NLP: From Theory to Code' at EMNLP 2016", Python
PyFilesystem/pyfilesystem2, 245, 10, "Python's Filesystem abstraction layer", Python
torchhound/warren, 242, 10, "Links to lose yourself in, curated from HN and other sources", Python
jhao104/proxy_pool, 240, 98, "简易爬虫代理池", Python
maxhodak/keras-molecules, 239, 31, "Autoencoder network for learning a continuous representation of molecular structures.", Python
TheAbhiKumar/tensorflow-value-iteration-networks, 236, 37, "TensorFlow implementation of the Value Iteration Networks (NIPS '16) paper", Python
manwhoami/MMeTokenDecrypt, 233, 35, "Decrypts and extracts iCloud and MMe authorization tokens on Apple macOS / OS X. No user authentication needed.", Python
kaonashi-tyc/Rewrite, 232, 39, "Neural Style Transfer For Chinese Characters", Python
Evolving-AI-Lab/ppgn, 232, 33, "Code for paper 'Plug and Play Generative Networks'", Python
julian121266/RecurrentHighwayNetworks, 219, 41, "Recurrent Highway Networks - Implementations for Tensorflow, Torch7, Theano and Brainstorm", Python
stamparm/fetch-some-proxies, 216, 50, "Simple Python script for fetching 'some' (usable) proxies", Python
evilcos/crawlers, 216, 123, "Some crawlers u know it:-)", Python
lightbulb-framework/lightbulb-framework, 211, 24, "Tools for auditing WAFS", Python
corna/me_cleaner, 211, 18, "Tool for partial deblobbing of Intel ME firmware images", Python
imatge-upc/detection-2016-nipsws, 208, 51, "Hierarchical Object Detection with Deep Reinforcement Learning", Python
phith0n/mooder, 207, 91, "Mooder是一款开源、安全、简洁、强大的团队内部知识分享平台。", Python
hashedin/jinjasql, 206, 7, "Generate SQL using Jinja Templates", Python
ardila/paintingReorganize, 201, 12, "Use PCA analysis to reorganize the pixels of a painting into a smooth color palette.", Python
leegao/readme2tex, 201, 10, "Renders TeXy Math for Github Readmes", Python
inejc/painters, 201, 33, "Winning solution for the Painter by Numbers competition on Kaggle", Python
nedwill/soundhax, 198, 32, "Free 3DS Primary Entrypoint <=11.2", Python
yandex/pgmigrate, 196, 8, "Simple tool to evolve PostgreSQL schema easily.", Python
pcbje/gransk, 193, 16, "Document processing for investigations", Python
aker-gateway/Aker, 190, 18, "SSH bastion/jump host", Python
Kyubyong/wordvectors, 188, 23, "Pre-trained word vectors of 30+ languages", Python
JakeWharton/sdk-artifact-sync, 187, 6, "A script which synchronizes all of the artifacts in your local Android SDK to a remote Maven artifact host.", Python
Kyubyong/tensorflow-exercises, 181, 55, "TensorFlow Exercises - focusing on the comparison with NumPy.", Python
Tencent/GAutomator, 180, 66, " Automation for unity mobile game apps", Python
llSourcell/tensorflow_chatbot, 180, 59, "Tensorflow chatbot demo by @Sirajology on Youtube", Python
dagrz/aws_pwn, 174, 26, "A collection of AWS penetration testing junk", Python
gutfeeling/word_forms, 169, 10, "Accurately generate all possible forms of an English word e.g 'election' --> 'elect', 'electoral', 'electorate' etc.", Python
paarthneekhara/byteNet-tensorflow, 167, 28, "ByteNet for character-level language modelling", Python
initialstate/pi-process-dashboard, 164, 10, "How to remotely monitor your Raspberry Pi processes", Python
mwichary/twitter-export-image-fill, 164, 9, "A script to download (backup locally) all the images accompanying your tweets", Python
ethan-funny/React-News-Board, 163, 43, ":cyclone: A Full-Stack Web App built with React and Flask.", Python
marcopaz/is-service-up, 163, 25, "Monitor the status of all your cloud services in one page", Python
buriburisuri/ByteNet, 158, 37, "A tensorflow implementation of French-to-English machine translation using DeepMind's ByteNet .", Python
bharadwaj-raju/cligenerator, 155, 8, "Generate a CLI tool from a Python module/function", Python
ericmjonas/pywren, 155, 9, "Just how many threads do you need? ", Python
seiferteric/qrtun, 154, 12, "IP Over QR Code Tunnel", Python
mseclab/nathan, 154, 31, "Android Emulator for mobile security testing", Python
jimfleming/recurrent-entity-networks, 153, 23, "An implementation of 'Tracking the World State with Recurrent Entity Networks'.", Python
sarahsharp/foss-heartbeat, 150, 14, "FOSS Heartbeat analyses the health of a community of contributors. :heartbeat:", Python
weaveworks/grafanalib, 146, 4, "Python library for building Grafana dashboards", Python
tiann/super-adb, 144, 13, "Enhance the adb shell using busybox, supporting vi、grep and awk etc. No need root.", Python
ajarai/fast-weights, 143, 36, "Implementation of Using Fast Weights to Attend to the Recent Past", Python
jiamings/fast-weights, 143, 12, "Implementation of the paper [Using Fast Weights to Attend to the Recent Past](https://arxiv.org/abs/1610.06258)", Python
joxeankoret/cosa-nostra, 142, 34, "Cosa Nostra, a FOSS graph based malware clusterization toolkit.", Python
ayushoriginal/Sentiment-Analysis-Twitter, 140, 42, ":mortar_board:RESEARCH:smirk_cat: [NLP :thought_balloon:] We use different feature sets and machine learning classifiers to determine the best combination for sentiment analysis of twitter. :thumbsup:", Python
CYHSM/chess-surprise-analysis, 140, 10, "Find surprising moves in chess games", Python
