full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank,prs_open,prs_closed,issues_open,issues_closed,contributors, commits
dustturtle/RealReachability,RealReachability,We need to observe the REAL reachability of network. That's what RealReachability do.,2104,369,Objective-C,dustturtle,Achen,User,,,,,,277.5,0,8,7,61,4,82
twitter/distributedlog,distributedlog,A high performance replicated log service. (The development is moved to Apache Incubator),2104,257,Java,twitter,"Twitter, Inc.",Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,277.5,1,26,0,0,18,89
th0r/webpack-bundle-analyzer,webpack-bundle-analyzer,Webpack plugin and CLI utility that represents bundle content as convenient interactive zoomable treemap,2103,43,JavaScript,th0r,Yuriy Grunin,User,,,,,,279,2,8,5,20,4,86
baoyachi/StepView,StepView,Step by step，just use HorizontalStepView，VerticalStepView. step indicator，flow indicator，timeline，order process，express status,2102,453,Java,baoyachi,BaoYachi ,User,Beijing,39.904211,116.407395,Beijing,China,280,1,1,17,16,2,104
yenchenlin/DeepLearningFlappyBird,DeepLearningFlappyBird,Flappy Bird hack using Deep Reinforcement Learning (Deep Q-learning).,2100,421,Python,yenchenlin,Yen,User,,,,,,281,3,8,8,6,5,56
mzlogin/awesome-adb,awesome-adb,:lollipop: ADB Usage Complete / ADB 用法大全,2095,443,,mzlogin,Zhuang Ma,User,"Beijing, China",39.904211,116.407395,Beijing,China,282,0,3,11,10,2,71
iam4x/pokemongo-webspoof,pokemongo-webspoof,👾 Play Pokémon Go from your Mac,2091,221,JavaScript,iam4x,Max Tyler,User,"Paris, France",48.856614,2.3522219,Paris,France,283,1,39,110,279,18,80
mewo2/terrain,terrain,Fantasy map generator,2090,158,JavaScript,mewo2,Martin O'Leary,User,"Swansea, Wales",51.62144,-3.943646,Swansea,United Kingdom,284,0,1,0,0,1,4
AugustRush/Stellar,Stellar,A fantastic Physical animation library for swift,2074,130,Swift,AugustRush,August,User,ShangHai,31.230416,121.473701,Shanghai,China,285,0,3,5,8,1,105
YoKeyword/Fragmentation,Fragmentation,A powerful library that manage Fragment for Android!,2065,577,Java,YoKeyword,YoKey,User,Hangzhou,30.274085,120.15507,Hangzhou,China,286,0,11,5,184,8,325
mchristopher/PokemonGo-DesktopMap,PokemonGo-DesktopMap,Electron App around PokemonGo-Map,2060,468,Python,mchristopher,Mike Christopher,User,"Los Angeles, CA",34.0522342,-118.2436849,Los Angeles,United States,287,4,23,173,1155,12,80
awslabs/chalice,chalice,Python Serverless Microframework for AWS,2059,135,Python,awslabs,Amazon Web Services - Labs,Organization,"Seattle, WA",47.6062095,-122.3320708,Seattle,United States,288,13,85,36,80,24,332
sqreen/awesome-nodejs-projects,awesome-nodejs-projects,Curated list of awesome open-source applications made with Node.js,2057,79,,sqreen,Sqreen,Organization,,,,,,289,8,23,0,3,16,57
AnthonyCalandra/modern-cpp-features,modern-cpp-features,A cheatsheet of modern C++ language and library features.,2056,105,,AnthonyCalandra,Anthony Calandra,User,"Waterloo, Ontario, Canada",43.4642578,-80.5204096,Waterloo,Canada,290,0,7,1,2,7,38
cjcenizal/flexbox-patterns,flexbox-patterns,Patterns for using flexbox CSS to build awesome UI components.,2046,91,CSS,cjcenizal,CJ Cenizal,User,Los Angeles,34.0522342,-118.2436849,Los Angeles,United States,291.5,0,6,0,4,2,20
necolt/Swifton,Swifton,A Ruby on Rails inspired Web Framework for Swift that runs on Linux and OS X,2046,85,Swift,necolt,NECOLT,Organization,"Vilnius, Lithuania",54.6871555,25.2796514,Vilnius,Lithuania,291.5,1,21,7,17,10,107
ChadCSong/ShineButton,ShineButton,This is a UI lib for Android. Effects like shining.,2038,285,Java,ChadCSong,Chad Song ,User,Beijing,39.904211,116.407395,Beijing,China,293,0,0,10,11,1,76
christabor/flask_jsondash,flask_jsondash,:snake: :bar_chart: :chart_with_upwards_trend: Build complex dashboards without any front-end code. Use your own endpoints. JSON config only. Ready to go.,2035,101,Python,christabor,Chris Tabor,User,Seattle,47.6062095,-122.3320708,Seattle,United States,294.5,0,4,17,58,3,468
minoca/os,os,Minoca operating system,2035,143,C,minoca,Minoca,Organization,"Menlo Park, CA",37.4529598,-122.1817252,Menlo Park,United States,294.5,0,13,26,54,9,952
xcatliu/mobi.css,mobi.css,"A lightweight, flexible css framework that focus on mobile.",2026,153,CSS,xcatliu,xcatliu,User,"China, Beijing",39.904211,116.407395,Beijing,China,296,0,20,8,44,7,193
fangwei716/30-days-of-react-native,30-days-of-react-native,30 days of React Native demos,2017,447,JavaScript,fangwei716,Wei Fang,User,"Calgary, CA",51.0486151,-114.0708459,Calgary,Canada,297,0,0,11,21,1,63
GetStream/Winds,Winds,Winds is an open source & beautiful RSS reader built using React/Redux/Sails/Node and Stream (https://getstream.io). It showcases personalized feeds powered by the https://getstream.io API. This tutorial explains how the personalization API works (http://bit.ly/personalization-winds). Try the online demo: ,2013,127,JavaScript,GetStream,Stream,Organization,Boulder,40.0149856,-105.2705456,Boulder,United States,298,0,30,11,47,10,483
LukyVj/family.scss,family.scss,"Family.scss is a set of Sass mixins which will help you to manage the style of :nth-child'ified elements, in an easy way.",1996,106,CSS,LukyVj,Lucas Bonomi,User,Paris,48.856614,2.3522219,Paris,France,299,1,41,6,36,7,141
phodal/ideabook,ideabook,一个全栈增长工程师的练手项目集. A Growth Engineering Idea in Action.,1984,564,HTML,phodal,Fengda Huang,User,Shenzhen China,22.543096,114.057865,Shenzhen,China,300.5,0,0,1,2,1,116
andris9/mailtrain,mailtrain,Self hosted newsletter app,1984,139,JavaScript,andris9,Andris Reinman,User,"Tallinn, Estonia",59.4369608,24.7535746,Tallinn,Estonia,300.5,0,23,24,76,9,253
onmyway133/fantastic-ios-animation,fantastic-ios-animation,:umbrella: A collection of iOS animation repos,1977,150,,onmyway133,Khoa Pham,User,"Oslo, Norway",59.9138688,10.7522454,Oslo,Norway,302,0,8,1,0,7,137
dvajs/dva,dva,"💡 React and redux based, lightweight and elm-style framework. (Inspired by elm and choo)",1973,288,JavaScript,dvajs,,Organization,,,,,,303,0,56,25,375,15,292
sylnsfar/qrcode,qrcode,artistic QR Code in Python （Animated GIF qr code）- Python 艺术二维码生成器 （GIF动态二维码、图片二维码）,1972,223,Python,sylnsfar,FAR,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,304,0,4,6,7,5,76
rengwuxian/RxJavaSamples,RxJavaSamples,RxJava 和 Retrofit 结合使用的几个最常见使用方式举例,1970,464,Java,rengwuxian,Kai Zhu,User,"Beijing, China",39.904211,116.407395,Beijing,China,305,1,4,11,1,4,12
avatsaev/touchbar_nyancat,touchbar_nyancat,Stupid nyancat animation on your +$2k MacBook Pro's Touchbar,1966,64,Swift,avatsaev,Vatsaev Aslan,User,,,,,,306,1,4,2,6,4,44
bnb/awesome-hyper,awesome-hyper,"🖥 Delightful Hyper plugins, themes, and resources",1963,116,,bnb,Tierney Cyren,User,"Little Falls, NY",43.0434039,-74.8595957,Little Falls,United States,307,4,137,9,23,97,346
lihongxun945/jquery-weui,jquery-weui,UI lib for build hybrid wechat web app,1962,540,JavaScript,lihongxun945,言川,User,,,,,,308,10,7,142,178,2,252
egoist/hack,hack,⛷ Dead simple CSS framework.,1949,79,CSS,egoist,EGOIST,User,"Chengdu, China",30.572816,104.066801,Chengdu,China,309,0,17,14,14,9,103
cdmedia/cms.js,cms.js,The Javascript Site Generator,1942,177,JavaScript,cdmedia,Chris Diana,User,United States,37.09024,-95.712891,,United States,310,10,26,21,15,8,63
Ramotion/circle-menu,circle-menu,"CircleMenu is a simple, elegant menu with a circular layout.",1940,230,Swift,Ramotion,Ramotion,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,311,1,7,16,7,9,132
rstacruz/webpack-tricks,webpack-tricks,Tips and tricks in using Webpack,1938,46,,rstacruz,Rico Sta. Cruz,User,"Manila, Philippines",14.5995124,120.9842195,Manila,Philippines,312,1,3,2,5,4,13
dempfi/ayu,ayu,Modern Sublime Text 3 and 2 theme,1930,66,JavaScript,dempfi,Ike Ku,User,,,,,,313,1,16,15,55,7,56
Tencent/MSEC,MSEC,"Mass Service Engine in Cluster(MSEC) is opened source by QQ team from Tencent. It is a backend DEV &OPS engine, including RPC,name finding,load balance,monitoring,release and capacity management.  ",1928,500,Java,Tencent,Tencent,Organization,"Shenzhen, China",22.543096,114.057865,Shenzhen,China,314,1,6,19,3,4,124
Mrs4s/BaiduPanDownload,BaiduPanDownload,百度网盘不限速下载工具,1927,351,C#,Mrs4s,,User,,,,,,315,1,6,42,54,5,54
timcreative/material-kit,material-kit, Free Bootstrap Material Design UI Kit,1925,155,CSS,timcreative,Creative Tim,User,Bucharest,44.4267674,26.1025384,Bucharest,Romania,316,0,3,25,23,5,16
fuchsia-mirror/magenta,magenta,"Magenta Kernel, Core Drivers, and Services",1918,263,C,fuchsia-mirror,Fuchsia,Organization,#fuchsia on freenode.net,,,,,317,5,5,0,0,53,2785
jpmens/jo,jo,JSON output from a shell,1917,52,C,jpmens,JP Mens,User,,,,,,318,0,17,7,21,9,139
gsdios/GSD_WeiXin,GSD_WeiXin,高仿微信,1916,695,Objective-C,gsdios,高少东,User,"ZhuHai, China",22.270978,113.576678,Zhuhai,China,319.5,1,0,23,3,1,29
devongovett/regexgen,regexgen,Generate regular expressions that match a set of strings,1916,51,JavaScript,devongovett,Devon Govett,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,319.5,0,2,0,6,2,27
nuxt/nuxt.js,nuxt.js,A minimalistic framework for server-rendered Vue.js applications (inspired by Next.js).,1914,68,JavaScript,nuxt,NUXT,Organization,,,,,,321,1,19,13,65,11,348
weixin/WeFlow,WeFlow,一个高效、强大、跨平台的 Web 前端开发工作流工具,1911,286,JavaScript,weixin,微信,Organization,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,322,0,2,5,90,3,51
eladnava/mailgen,mailgen,"A Node.js package that generates clean, responsive HTML e-mails for sending transactional mail.",1909,74,HTML,eladnava,Elad Nava,User,"Tel Aviv, Israel",32.0852999,34.7817676,Tel Aviv-Yafo,Israel,323,0,7,2,17,4,164
hilen/TSWeChat,TSWeChat,A WeChat alternative. Written in Swift 3.,1905,393,Swift,hilen,Hilen Lai,User,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,324,4,2,3,11,2,32
plasma-umass/browsix,browsix,Browsix is a Unix-like operating system for the browser. ,1897,93,JavaScript,plasma-umass,PLASMA,Organization,"Amherst, Massachusetts",42.3732216,-72.5198537,Amherst,United States,325,0,15,19,10,8,363
dontcontactme/p2pspider,p2pspider,DHT Spider + BitTorrent Client = P2P Spider,1896,501,JavaScript,dontcontactme,dontcontactme,User,"Chengdu, China",30.572816,104.066801,Chengdu,China,326,1,25,0,0,6,105
FormidableLabs/react-music,react-music,Make beats with React!,1885,110,JavaScript,FormidableLabs,Formidable,Organization,"Seattle, WA",47.6062095,-122.3320708,Seattle,United States,327,3,19,7,12,11,55
rubensousa/RecyclerViewSnap,RecyclerViewSnap,RecyclerView snapping example with SnapHelper,1883,222,Java,rubensousa,Rúben Sousa,User,"Braga, Portugal",41.5454714,-8.4265071,,Portugal,328,0,1,1,8,1,37
JustWayward/BookReader,BookReader,'任阅' 网络小说阅读器，实现追书推荐收藏、书籍/标签检索、模拟翻书的翻页效果、缓存书籍、日夜间模式、书签、txt/pdf/epub书籍阅读、字体/主题/亮度设置、Wifi传书等功能！,1879,551,Java,JustWayward,JustWayward,Organization,,,,,,329,0,5,3,76,4,400
yandex/ClickHouse,ClickHouse,ClickHouse is a free analytic DBMS for big data.,1877,218,C++,yandex,Yandex,Organization,"Moscow, Russia",55.755826,37.6173,Moscow,Russia,330,1,163,79,56,43,2440
digitalocean/netbox,netbox,IP address management (IPAM) and data center infrastructure management (DCIM) tool.,1875,254,Python,digitalocean,DigitalOcean,Organization,"New York, NY",40.7127837,-74.0059413,New York,United States,331,1,153,77,529,26,942
fogleman/ln,ln,3D line art engine.,1874,49,Go,fogleman,Michael Fogleman,User,"Cary, NC",35.79154,-78.7811169,Cary,United States,332,1,1,5,7,2,81
Urinx/WeixinBot,WeixinBot,网页版微信API，包含终端版微信及微信机器人,1867,684,Python,Urinx,Urinx,User,"Wuhan, China",30.593099,114.305393,Wuhan,China,333,2,29,90,20,14,93
facebookresearch/darkforestGo,darkforestGo,"DarkForest, the Facebook Go engine.",1864,309,C,facebookresearch,,Organization,,,,,,334,0,2,16,14,5,52
rubensousa/ViewPagerCards,ViewPagerCards,ViewPager cards inspired by Duolingo,1863,252,Java,rubensousa,Rúben Sousa,User,"Braga, Portugal",41.5454714,-8.4265071,,Portugal,335,0,0,0,10,1,20
SunLiner/MiaowShow,MiaowShow,iOS视频直播项目,1861,642,Objective-C,SunLiner,ALin,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,336,1,1,15,4,1,10
ibab/tensorflow-wavenet,tensorflow-wavenet,A TensorFlow implementation of DeepMind's WaveNet paper,1857,281,Python,ibab,Igor Babuschkin,User,UK,55.378051,-3.435973,,United Kingdom,337,6,91,43,60,25,160
team-gryff/react-monocle,react-monocle,A developer tool to visualize a React application's component hierarchy.,1854,48,JavaScript,team-gryff,,Organization,,,,,,338,0,123,11,8,6,446
VoLuong/Begin-Latex-in-minutes,Begin-Latex-in-minutes,:bowtie: Brief Intro to LaTeX for beginners that helps you use LaTeX with ease. Comments and Contributions are welcomed :thumbsup: ,1852,94,,VoLuong,Luong Vo Tran Thanh,User,Ho Chi Minh city,10.8230989,106.6296638,Ho Chi Minh City,Vietnam,339.5,0,16,1,11,11,72
redux-observable/redux-observable,redux-observable,RxJS middleware for action side effects in Redux using 'Epics',1852,97,JavaScript,redux-observable,redux-observable,Organization,,,,,,339.5,12,90,23,42,31,279
AriaFallah/WebpackTutorial,WebpackTutorial,A simple webpack tutorial,1850,146,JavaScript,AriaFallah,Aria Fallah,User,127.0.0.1,,,,,341,0,27,1,13,12,97
the-control-group/voyager,voyager,Voyager - The Missing Laravel Admin,1846,300,PHP,the-control-group,The Control Group,Organization,San Diego,32.715738,-117.1610838,San Diego,United States,342,1,240,60,176,36,484
anishathalye/lumen,lumen,Magic auto brightness based on screen contents :bulb:,1838,41,Objective-C,anishathalye,Anish Athalye,User,"Cambridge, MA",42.3736158,-71.1097335,Cambridge,United States,343.5,0,1,15,7,1,26
space10-community/conversational-form,conversational-form,Turning web forms into conversations,1838,169,HTML,space10-community,Space10,Organization,,,,,,343.5,2,8,17,20,3,278
turbo/js,js,turbo.js - perform massive parallel computations in your browser with GPGPU.,1836,63,JavaScript,turbo,minxomat,User,Leipzig & London,51.4220814,12.2203805,Schkeuditz,Germany,345,0,1,5,12,2,18
Tencent/GT,GT,GT (Great Tit) is a portable debugging tool for bug hunting and performance tuning on smartphones anytime and anywhere just as listening music with Walkman. GT can act as the Integrated Debug Environment by directly running on smartphones.,1832,390,Java,Tencent,Tencent,Organization,"Shenzhen, China",22.543096,114.057865,Shenzhen,China,346,0,2,9,3,2,29
android-cjj/JJSearchViewAnim,JJSearchViewAnim,A cool search view animation library ,1825,268,Java,android-cjj,CJJ,User,"guangzhou,China",23.12911,113.264385,Guangzhou,China,347,0,0,2,1,1,64
kba7/trugithub,trugithub,,1812,45,JavaScript,kba7,,User,,,,,,348,1,0,31,15,1,2
lewis617/react-redux-tutorial,react-redux-tutorial,"react-redux-tutorial in Chinese, catalog && code examples",1806,506,JavaScript,lewis617,lewis liu,User,Beijing,39.904211,116.407395,Beijing,China,349,0,0,0,16,1,91
WechatFE/vConsole,vConsole,"A lightweight, extendable front-end developer tool for mobile web page.",1805,329,JavaScript,WechatFE,,Organization,,,,,,350,0,45,6,36,7,224
wdjungst/react-project,react-project,State of the art web development with React.js.,1792,97,JavaScript,wdjungst,Dave Jungst,User,,,,,,351,7,13,11,25,10,127
VoLuong/Awesome-Linux-Software,Awesome-Linux-Software,"🐧 A curated list of awesome applications, softwares, tools and other materials for Linux distros.",1790,168,Python,VoLuong,Luong Vo Tran Thanh,User,Ho Chi Minh city,10.8230989,106.6296638,Ho Chi Minh City,Vietnam,352,0,83,0,19,41,296
sourcegraph/thyme,thyme,Automatically track which applications you use and for how long.,1786,48,Go,sourcegraph,Sourcegraph,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,353,4,21,22,32,11,92
delba/TextAttributes,TextAttributes,An easier way to compose attributed strings,1782,66,Swift,delba,Damien,User,"Paris, France",48.856614,2.3522219,Paris,France,354,0,12,1,7,6,62
citusdata/citus,citus,Scalable PostgreSQL for real-time workloads,1776,121,C,citusdata,Citus Data,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,355,9,308,420,336,21,674
jsvine/waybackpack,waybackpack,Download the entire Wayback Machine archive for a given URL.,1772,80,Python,jsvine,Jeremy Singer-Vine,User,,,,,,356,1,14,1,6,4,46
LaiFengiOS/LFLiveKit,LFLiveKit,"LaiFeng IOS Live Kit,H264 and AAC Hard coding，support GPUImage Beauty， rtmp transmission，weak network lost frame，Dynamic switching rate",1760,416,Objective-C,LaiFengiOS,,Organization,,,,,,357,6,21,12,123,9,231
ChromeDevTools/awesome-chrome-devtools,awesome-chrome-devtools,Awesome tooling and resources in the Chrome DevTools ecosystem,1756,73,,ChromeDevTools,,Organization,Ctrl+Shift+I,,,,,358.5,0,35,0,6,21,75
thibmaek/awesome-raspberry-pi,awesome-raspberry-pi,"A curated list of awesome Raspberry Pi tools, projects, images and resources",1756,106,,thibmaek,Thibault Maekelbergh,User,"Brugge, Belgium",51.209348,3.2246995,Bruges,Belgium,358.5,0,42,0,5,32,72
redspread/spread,spread,Docker to Kubernetes in one command,1754,79,Go,redspread,Redspread,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,360,7,77,42,50,4,312
ReactjsProgram/React-Fundamentals,React-Fundamentals,Code for 'React Fundamentals' videos,1745,485,,ReactjsProgram,React.js Program,Organization,Immutable Alley,,,,,361,1,18,4,21,1,5
babel/babili,babili,:scissors: An ES6+ aware minifier based on the Babel toolchain (beta),1743,42,JavaScript,babel,Babel,Organization,,,,,,362,12,173,61,114,25,358
daniulive/SmarterStreaming,SmarterStreaming,国内外为数不多不依赖开源框架、不依赖CDN实现秒开、公网毫秒级延迟、跨平台(windows/android/iOS)rtmp推流、rtmp/rtsp直播播放利器'SmarterStreaming'，系daniulive(大牛直播)出品的跨平台视频采集、直播SDK(支持rtmp推流/rtmp播放/rtsp播放，如windows推流(windows pusher)/android推流(android pusher)/iOS推流(iOS pusher)/windows播放器(windows player)/android播放器(android player)/iOS播放器(iOS player))，也许是最靠谱的视频直播推流、播放SDK之一，助您轻松实现类似于花椒、映客、斗鱼手机直播推送与播放。,1741,570,Java,daniulive,daniulive,User,ShangHai,31.230416,121.473701,Shanghai,China,363,0,0,0,12,1,224
reactjs/react-basic,react-basic,A description of the conceptual model of React without implementation burden.,1738,66,,reactjs,React Community,Organization,Everywhere,,,,,364.5,3,6,0,1,9,18
lukehaas/RegexHub,RegexHub,A collection of useful regex patterns,1738,82,JavaScript,lukehaas,Luke Haas,User,London,51.5073509,-0.1277583,London,United Kingdom,364.5,2,25,5,4,16,62
antirez/neural-redis,neural-redis,Neural networks module for Redis,1734,62,C,antirez,Salvatore Sanfilippo,User,"Campobello di Licata, Sicily, Italy",37.2588435,13.917697,Campobello di Licata,Italy,366,7,0,5,0,1,86
dirtycow/dirtycow.github.io,dirtycow.github.io,Dirty COW,1731,540,HTML,dirtycow,DirtyCow,User,Brasil,-14.235004,-51.92528,,Brazil,367,2,8,15,17,6,83
Thomas101/wmail,wmail,The missing desktop client for Gmail & Google Inbox,1728,91,JavaScript,Thomas101,Thomas Beverley,User,North Wales,52.9407907,-3.655153,,United Kingdom,368,1,22,61,398,13,540
patchthecode/JTAppleCalendar,JTAppleCalendar,The Unofficial Swift Apple Calendar Library. View. Control. for iOS & tvOS,1727,160,Swift,patchthecode,JTAppleCalendar,User,,,,,,369,0,34,8,208,14,535
saiprashanths/dl-setup,dl-setup,Instructions for setting up the software on your deep learning machine,1722,261,,saiprashanths,Sai Soundararaj ,User,,,,,,370.5,1,1,3,5,2,8
uber-go/zap,zap,"Fast, structured, leveled logging in Go",1722,87,Go,uber-go,,Organization,,,,,,370.5,5,130,20,62,18,160
BeauNouvelle/FaceAware,FaceAware,An extension that gives UIImageView the ability to focus on faces within an image.,1719,103,Swift,BeauNouvelle,Beau Nouvelle,User,Melbourne,-37.8136276,144.9630576,Melbourne,Australia,372,0,5,1,5,3,53
marmelroy/PeekPop,PeekPop,Peek and Pop with backwards-compatibility ,1718,104,Swift,marmelroy,Roy Marmelstein,User,"Paris, France",48.856614,2.3522219,Paris,France,373,4,12,7,10,8,90
helloqingfeng/Awsome-Front-End-learning-resource,Awsome-Front-End-learning-resource,:octocat:GitHub最全的前端资源汇总仓库（包括前端学习、开发资源、求职面试等）,1715,508,PHP,helloqingfeng,,User,北京,39.904211,116.407395,Beijing,China,374,0,4,5,2,3,33
wireapp/wire-ios,wire-ios,📱 Wire iOS client (iPhone and iPad),1707,253,Objective-C,wireapp,Wire Swiss GmbH,Organization,,,,,,375,3,405,61,60,17,677
Microsoft/LightGBM,LightGBM,"A fast, distributed, high performance gradient boosting (GBDT, GBRT, GBM or MART) framework based on decision tree algorithms, used for ranking, classification and many other machine learning tasks. It is under the umbrella of the DMTK(http://github.com/microsoft/dmtk) project of Microsoft.",1706,287,C++,Microsoft,Microsoft,Organization,"Redmond, WA",47.6739881,-122.121512,Redmond,United States,376,1,57,10,86,9,322
leonar15/startup-checklist,startup-checklist,"A checklist for incorporation so you can get back to building your product, fundraising, etc.",1705,117,,leonar15,,User,SF Bay Area,37.8271784,-122.2913078,,United States,377.5,1,1,1,1,2,23
keonkim/awesome-bits,awesome-bits,:computer: A curated list of awesome bitwise operations and tricks,1705,83,,keonkim,Keon Kim,User,NYC,40.7127837,-74.0059413,New York,United States,377.5,1,7,7,1,6,34
aurelhubert/ahbottomnavigation,ahbottomnavigation,A library to reproduce the behavior of the Bottom Navigation guidelines from Material Design.,1698,300,Java,aurelhubert,Aurelien Hubert,User,"Rennes, France",48.117266,-1.6777926,Rennes,France,379,4,21,29,146,16,186
eBay/NMessenger,NMessenger,"A fast, lightweight messenger component built on AsyncDisplaykit and written in Swift",1695,126,Swift,eBay,,Organization,,,,,,380,1,29,13,39,9,102
bluelinelabs/Conductor,Conductor,"A small, yet full-featured framework that allows building View-based Android applications",1684,114,Java,bluelinelabs,BlueLine Labs,Organization,"Chicago, IL",41.8781136,-87.6297982,Chicago,United States,381,3,34,16,136,12,171
linkedin/LayoutKit,LayoutKit,"LayoutKit is a fast view layout library for iOS, macOS, and tvOS.",1683,107,Swift,linkedin,LinkedIn,Organization,"Mountain View, CA, USA",37.3860517,-122.0838511,Mountain View,United States,382,0,35,14,33,9,106
dleitee/strman,strman,A Javascript string manipulation library.,1682,60,JavaScript,dleitee,Daniel Leite de Oliveira,User,Florianópolis/SC,-27.5953778,-48.5480499,Florianópolis,Brazil,383,1,40,3,13,8,283
SwiftKickMobile/SwiftMessages,SwiftMessages,A very flexible message bar for iOS written in Swift.,1681,118,Swift,SwiftKickMobile,SwiftKick Mobile,Organization,"Austin, TX",30.267153,-97.7430608,Austin,United States,384,2,9,3,36,5,91
ryanjay0/miles-deep,miles-deep,Deep Learning Porn Video Classifier/Editor with Caffe,1677,138,C++,ryanjay0,Ryan,User,,,,,,385,0,1,1,9,1,31
Netflix/chaosmonkey,chaosmonkey,Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.,1676,66,Go,Netflix,"Netflix, Inc.",Organization,"Los Gatos, California",37.2358078,-121.9623751,Los Gatos,United States,386.5,0,11,0,3,3,46
shadowsocks/ShadowsocksX-NG,ShadowsocksX-NG,Next Generation of ShadowsocksX https://github.com/shadowsocks/shadowsocks-iOS,1676,416,JavaScript,shadowsocks,shadowsocks,Organization,,,,,,386.5,5,28,71,85,11,148
udacity/self-driving-car,self-driving-car,The Udacity open source self-driving car project,1674,284,C++,udacity,Udacity,Organization,"Mountain View, CA",37.3860517,-122.0838511,Mountain View,United States,388,0,24,0,0,15,210
claudiajs/claudia,claudia,Deploy Node.js projects to AWS Lambda and API Gateway easily,1669,82,JavaScript,claudiajs,Claudia.js,Organization,in the cloud,44.1070398,-73.9354035,,United States,389,0,33,0,59,13,529
JoelOtter/kajero,kajero,Interactive JavaScript notebooks with clever graphing,1662,77,JavaScript,JoelOtter,Joel Auterson,User,London/Belfast,54.58973,-5.9074432,Belfast,United Kingdom,390.5,0,3,11,44,2,111
pubkey/rxdb,rxdb,"Reactive Offline-first Database with Sync, Schema, Mongo-Query, Encryption, LevelDown ",1662,52,JavaScript,pubkey,Daniel M,User,"Germany, Stuttgart",48.7758459,9.1829321,Stuttgart,Germany,390.5,0,8,2,8,5,126
runner365/LiveVideoCoreSDK,LiveVideoCoreSDK,,1659,537,C++,runner365,Alex.CR,User,Beijing,39.904211,116.407395,Beijing,China,392,0,5,3,60,1,54
alibaba/LuaViewSDK,LuaViewSDK,,1657,421,Java,alibaba,Alibaba,Organization,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,393,7,3,6,54,2,947
wg689/Solve-App-Store-Review-Problem,Solve-App-Store-Review-Problem,"a collection   to solve app store review problem (ipv6,ipv6被拒绝,后台定位等审核问题的终极解决方案汇总)",1650,269,Objective-C,wg689,hjl_wg,User,"Wuhan , China",30.593099,114.305393,Wuhan,China,394,0,0,0,3,1,159
sourcegraph/checkup,checkup,"Distributed, lock-free, self-hosted health checks and status pages",1647,97,Go,sourcegraph,Sourcegraph,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,395,5,11,21,9,10,72
draft-js-plugins/draft-js-plugins,draft-js-plugins,"React Plugin Architecture for DraftJS including Slack-Like Emojis, FB-Like Mentions and Stickers",1646,236,JavaScript,draft-js-plugins,,Organization,,,,,,396,14,308,103,200,70,1603
Nightonke/WoWoViewPager,WoWoViewPager,Optimized for scrolling app intros or making your CV app. Free and open source.,1644,301,Java,Nightonke,Weiping Huang,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,397,0,1,6,2,2,94
xinghongfei/LookLook,LookLook,"A amazing, minimalist reading app",1643,597,Java,xinghongfei,Maat红飞,User,"Beijing,China",39.904211,116.407395,Beijing,China,398,1,6,12,27,7,103
ReactjsProgram/react-fundamentals-curriculum,react-fundamentals-curriculum,Curriculum for React.js Program's 'React Fundamentals' course,1635,787,,ReactjsProgram,React.js Program,Organization,Immutable Alley,,,,,399,0,7,1,4,1,11
getify/Functional-Light-JS,Functional-Light-JS,A book about functional programming in JavaScript.,1634,105,,getify,Kyle Simpson,User,"Austin, TX",30.267153,-97.7430608,Austin,United States,400,2,13,4,17,7,200
SimpleRegex/SRL-PHP,SRL-PHP,Simple Regex Language,1633,61,PHP,SimpleRegex,Simple Regex Language,Organization,,,,,,401,0,15,7,22,2,59
jezen/is-thirteen,is-thirteen,Check if a number is equal to 13.,1630,254,JavaScript,jezen,Jezen Thomas,User,"Gdynia, Poland",54.5188898,18.5305409,Gdynia,Poland,402,112,167,86,27,91,335
Ramotion/navigation-stack,navigation-stack,NavigationStack is a stack-modeled navigation controller,1627,118,Swift,Ramotion,Ramotion,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,403,0,6,2,2,6,117
google/tiger,tiger,,1625,106,Java,google,Google,Organization,,,,,,404,0,12,0,0,9,35
opentoonz/opentoonz,opentoonz,OpenToonz - An open-source full-featured 2D animation creation software,1624,207,C++,opentoonz,OpenToonz,Organization,,,,,,405,23,427,290,240,38,828
