full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank
Jon-Biz/simple-static-react-firebase,simple-static-react-firebase,Minimal boilerplate and configuration for the development of firebase websites with react & es6,436,33,JavaScript,Jon-Biz,Jonathan El-Bizri,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,792.0
fatiherikli/language-evolution-simulation,language-evolution-simulation,Language evolution simulation with Agent-based Models,435,54,JavaScript,fatiherikli,Fatih Erikli,User,"Istanbul, Turkey",41.0082376,28.978358899999996,Istanbul,Turkey,795.5
logaretm/vee-validate,vee-validate,Simple Vue.js input validation plugin,435,64,JavaScript,logaretm,Abdelrahman Awad,User,Egypt,26.820553000000004,30.802497999999996,,Egypt,795.5
ggomaeng/react-native-facebook-ui,react-native-facebook-ui,Pure javascript UI prototype of iOS Facebook for React Native framework.,434,40,JavaScript,ggomaeng,Sung Woo Park,User,"Los Angeles, CA",34.0522342,-118.24368490000002,Los Angeles,United States,798.5
marmelab/admin-on-rest,admin-on-rest,"A frontend framework for building admin SPAs on top of REST services, using React",434,70,JavaScript,marmelab,marmelab,Organization,,,,,,798.5
sindresorhus/alfy,alfy,Create Alfred workflows with ease,433,17,JavaScript,sindresorhus,Sindre Sorhus,User,° ☾ ☆ ¸. ¸　★  :.　 . • ○ ° ★,,,,,800.0
joshwcomeau/redux-vcr,redux-vcr,📼 Record and replay user sessions,432,8,JavaScript,joshwcomeau,Joshua Comeau,User,"Montreal, QC",45.5016889,-73.567256,Montreal,Canada,801.0
mbasso/react-decoration,react-decoration,A collection of decorators for React Components,431,11,JavaScript,mbasso,Matteo Basso,User,"Milan, Italy",45.465421899999996,9.1859243,Milan,Italy,802.5
nikgraf/webvr-experiments,webvr-experiments,A collection of ReactVR experiments (potentially also A-Frame and WebVR expriments using ReasonML & Elm),430,14,JavaScript,nikgraf,Nik Graf,User,Vienna / San Francisco,37.719601000000004,-122.431207,San Francisco,United States,804.0
supnate/rekit,rekit,"Toolkit for building scalable web applications with React, Redux and React-router",422,29,JavaScript,supnate,Nate Wang,User,Shanghai,31.230415999999998,121.473701,Shanghai,China,816.5
ReactTraining/react-media,react-media,A CSS media query component for React,422,19,JavaScript,ReactTraining,React Training,Organization,,,,,,816.5
osrec/currencyFormatter.js,currencyFormatter.js,A super simple currency formatting library,419,32,JavaScript,osrec,,User,,,,,,822.5
awslabs/aws-serverless-express,aws-serverless-express,This library enables you to utilize AWS Lambda and Amazon API Gateway to respond to web and API requests using your existing Node.js application framework.,419,36,JavaScript,awslabs,Amazon Web Services - Labs,Organization,"Seattle, WA",47.6062095,-122.33207079999998,Seattle,United States,822.5
xiehui999/SmallAppForQQ,SmallAppForQQ,"微信小程序(微信应用号)微信小程序官方demo,官方文档,开发工具，高仿手机QQ应用程序,持续更新中...",417,121,JavaScript,xiehui999,Code4Android,User,China zhengzhou,34.746611,113.625328,Zhengzhou,China,829.0
roncoo/roncoo-pay,roncoo-pay,龙果支付系统是国内首款开源的互联网支付系统，其核心目标是汇聚所有主流支付渠道，打造一款轻量、便捷、易用，且集支付、资金对账、资金清结算于一体的支付系统，满足互联网业务系统的收款和业务资金管理需求。,416,408,JavaScript,roncoo,RonCoo,Organization,,,,,,831.5
maierfelix/POGOserver,POGOserver,:rice_ball: Pokemon GO Server Emulator,414,203,JavaScript,maierfelix,Felix Maier,User,"Stuttgart, Germany",48.7758459,9.1829321,Stuttgart,Germany,835.5
zhengguorong/maizuo,maizuo,使用vue/vuex/redux开发的卖座网,414,160,JavaScript,zhengguorong,,User,guangzhou,23.12911,113.264385,Guangzhou,China,835.5
jxnblk/repng,repng,React component to PNG converter,413,6,JavaScript,jxnblk,Brent Jackson,User,New York City,40.7127837,-74.00594129999999,New York,United States,839.5
fritz-c/react-sortable-tree,react-sortable-tree,Drag-and-drop sortable component for nested data and hierarchies,413,59,JavaScript,fritz-c,Chris Fritz,User,"Tokyo, Japan",35.6894875,139.69170640000002,,Japan,839.5
kenberkeley/react-demo,react-demo,React 示例项目 · 简易留言板。本项目拥有完善的文档说明与注释，让您快速上手 React 开发 SPA。Webpack / ES6 + Babel / Redux / React Router —— An Excellent React Starter，可能是东半球最佳的 React Starter，基于 Vue Cli 二次开发,410,109,JavaScript,kenberkeley,Ken Berkeley,User,,,,,,844.0
samccone/coverage-ext,coverage-ext,Generate code coverage for any webpage,407,9,JavaScript,samccone,Sam Saccone,User,∆∆∆,,,,,845.5
feross/electron-workshop,electron-workshop,Workshop: Build cross-platform desktop apps with Electron,401,30,JavaScript,feross,Feross Aboukhadijeh,User,"Mountain View, CA",37.3860517,-122.08385109999999,Mountain View,United States,857.0
vutran/dext,dext,🔍 A smart launcher for Mac. Powered by JavaScript.,399,31,JavaScript,vutran,Vu Tran,User,"Fremont, CA",37.548269700000006,-121.98857190000001,Fremont,United States,861.0
jeffbski/redux-logic,redux-logic,Redux middleware for organizing business logic and action side effects.,399,17,JavaScript,jeffbski,Jeff Barczewski,User,"St. Louis, MO (USA)",38.6270025,-90.1994042,St. Louis,United States,861.0
leebyron/async-to-gen,async-to-gen,⌛ Use async functions in your JavaScript today with speed and simplicity.,396,18,JavaScript,leebyron,Lee Byron,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,867.5
FE-Driver/vue-beauty,vue-beauty,Beautiful  UI components build with vue and ant design,394,56,JavaScript,FE-Driver,,Organization,,,,,,872.0
awalgarg/netmonitor,netmonitor,A Chrome extension which shows background network activity of web pages after they are loaded.,384,15,JavaScript,awalgarg,Awal Garg,User,,,,,,892.5
liuxuanqiang/wechat-weapp-mall,wechat-weapp-mall,微信小程序-移动端商城,383,179,JavaScript,liuxuanqiang,liuxuanqiang,User,,,,,,896.0
OmarElGabry/chat.io,chat.io,"A Real Time Chat Application built using Node.js, Express, Mongoose, Socket.io, Passport, & Redis.",383,70,JavaScript,OmarElGabry,Omar El Gabry,User,,,,,,896.0
gavanw/voxelquestiso,voxelquestiso,First version of the Voxel Quest engine (isometric),377,40,JavaScript,gavanw,Gavan Woolery,User,"San Diego, CA",32.715738,-117.1610838,San Diego,United States,909.5
biggiesmallsAG/nightHawkResponse,nightHawkResponse,Incident Response Forensic Framework,374,74,JavaScript,biggiesmallsAG,,User,,,,,,915.5
arximboldi/immer,immer,Postmodern immutable and persistent data structures for C++,369,13,JavaScript,arximboldi,,User,"Berlin, Germany",52.52000659999999,13.404954,Berlin,Germany,926.0
coderitual/odoo,odoo,:zap: SVG odometer effect with motion blur,363,19,JavaScript,coderitual,Michał Skowronek,User,"Kraków, Poland",50.06465009999999,19.9449799,Kraków,Poland,936.5
nihgwu/react-native-sudoku,react-native-sudoku,a sudoku game written in React Native,361,64,JavaScript,nihgwu,Neo,User,,,,,,941.0
icarusion/vue-vueRouter-webpack,vue-vueRouter-webpack,A base vue project with webpack,358,94,JavaScript,icarusion,Aresn,User,BeiJing,39.904211,116.407395,Beijing,China,950.0
ffxsam/formous,formous,Simple and elegant form-handling for React,357,5,JavaScript,ffxsam,Sam,User,Los Angeles,34.0522342,-118.24368490000002,Los Angeles,United States,954.0
electrode-io/electrode,electrode,Electrode Platform for Universal React + Node application ,356,27,JavaScript,electrode-io,Electrode,Organization,,,,,,959.0
PabloSichert/concurrency-logger,concurrency-logger,"Log HTTP requests/responses separately, visualize their concurrency and report logs/errors in context of a request",350,6,JavaScript,PabloSichert,Pablo Sichert,User,"Copenhagen, Denmark",55.676096799999996,12.568337099999999,Copenhagen,Denmark,973.0
nolanlawson/marky,marky,High-resolution JavaScript timer based on performance.mark() and measure(),348,4,JavaScript,nolanlawson,Nolan Lawson,User,Seattle,47.6062095,-122.33207079999998,Seattle,United States,977.0
bhnddowinf/vuejs2-learn,vuejs2-learn,"vuejs2 官网讲解 (vue.js 2 official website tutorials ，contains video , codes, baudi yun, youtube)",347,59,JavaScript,bhnddowinf,endy 台湾小凡（余昌鸿）,User,Taiwan,23.69781,120.96051499999999,,Taiwan,981.5
pogosandbox/necrobotvisualizer,necrobotvisualizer,,343,130,JavaScript,pogosandbox,,Organization,,,,,,991.5
jakebian/hera,hera,"Train/evaluate a Keras model, get metrics streamed to a dashboard in your browser.",342,37,JavaScript,jakebian,Jake Bian,User,SF,37.7749295,-122.4194155,San Francisco,United States,994.5
jstimpfle/tetris-on-a-plane,tetris-on-a-plane,,336,47,JavaScript,jstimpfle,Jens Stimpfle,User,,,,,,1008.5
huangyaoxin/hAdmin,hAdmin,后台模版 html5后台模版 bootstrap后台模版 Free Bootstrap 3 Admin Template,335,128,JavaScript,huangyaoxin,Hyx,User,郑州,34.746611,113.625328,Zhengzhou,China,1012.5
holidaypirates/nucleus,nucleus,Nucleus is a living style guide generator for atomic css based components. It's a Node application parsing the source SCSS files and reading information from DocBlock annotations.,334,22,JavaScript,holidaypirates,,Organization,,,,,,1015.0
JasonStu/ReactNative_Shopping,ReactNative_Shopping,电商类Reac Native App,334,113,JavaScript,JasonStu,Jason_Xu,User,GuangZhou China,23.12911,113.264385,Guangzhou,China,1015.0
toddmotto/angular-1-5-components-app,angular-1-5-components-app,"A Contacts Manager application built on Angular 1.5 components, ui-router 1.0.0, Firebase.",333,82,JavaScript,toddmotto,Todd Motto,User,"England, UK",52.3555177,-1.1743197,,United Kingdom,1018.5
mariusandra/pigeon-maps,pigeon-maps,ReactJS Maps without external dependencies,327,8,JavaScript,mariusandra,Marius Andra,User,"Leuven, Belgium",50.879843799999996,4.7005175999999995,Leuven,Belgium,1035.5
kamranahmedse/tab-switcher,tab-switcher,Chrome Extension - Switch between the opened tabs in the blink of an eye,326,14,JavaScript,kamranahmedse,Kamran Ahmed,User,Dubai,25.204849300000003,55.2707828,Dubai,United Arab Emirates,1038.5
ReactTraining/react-broadcast,react-broadcast,A reliable way to broadcast state changes to React elements deep in the hierarchy,322,7,JavaScript,ReactTraining,React Training,Organization,,,,,,1047.5
i-break-codes/scrum-board,scrum-board,JavaScript Scrum App to manage tasks with ease,322,26,JavaScript,i-break-codes,Vaibhav Mehta,User,Mumbai,19.0759837,72.87765590000001,Mumbai,India,1047.5
CapacitorSet/rebridge,rebridge,A transparent Javascript interface to Redis.,321,9,JavaScript,CapacitorSet,CapacitorSet,User,,,,,,1051.0
maichong/labrador,labrador,微信小程序模块化开发框架,320,38,JavaScript,maichong,Maichong Software,Organization,,,,,,1055.5
sindresorhus/hyper-snazzy,hyper-snazzy,Elegant Hyper theme with bright colors,318,13,JavaScript,sindresorhus,Sindre Sorhus,User,° ☾ ☆ ¸. ¸　★  :.　 . • ○ ° ★,,,,,1061.5
beameio/beame-insta-ssl,beame-insta-ssl,"HTTP is over. Don’t get left behind. Get free, secure HTTPS tunneling to your machine! Quick start here!",317,7,JavaScript,beameio,beame.io,Organization,Tel Aviv Israel ,32.0852999,34.78176759999999,Tel Aviv-Yafo,Israel,1063.0
auxdesigner/Sketch-to-VR,Sketch-to-VR,Personal fun project - turn your mocks into VR,316,28,JavaScript,auxdesigner,Liu Liu,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1065.0
facebookincubator/exerslide,exerslide,A framework to create React-based HTML presentations and tutorials.,315,24,JavaScript,facebookincubator,Facebook Incubator,Organization,"Menlo Park, California",37.4529598,-122.1817252,Menlo Park,United States,1068.5
vuejs/vue-migration-helper,vue-migration-helper,CLI tool to aid in migration from Vue 1.x to 2.0,314,14,JavaScript,vuejs,vuejs,Organization,,,,,,1072.0
icindy/wxParse,wxParse,wxParse-微信小程序富文本解析自定义组件，支持HTML及markdown解析,313,73,JavaScript,icindy,Di,User,四川成都,30.572815999999996,104.066801,Chengdu,China,1075.0
vinnymac/PokeNurse,PokeNurse,💉  A tool for Pokémon Go to aid in transferring and evolving Pokémon,311,58,JavaScript,vinnymac,Vincent Taverna,User,"New York, New York",,,,,1081.0
devinhalladay/spotio,spotio,A proof-of-concept Rdio-inspired skin for Spotify.app,311,26,JavaScript,devinhalladay,Devin Halladay,User,"Baltimore, MD",39.2903848,-76.6121893,Baltimore,United States,1081.0
caroso1222/amazon-autocomplete,amazon-autocomplete,🚀  Unlock the full power of the Amazon autocompletion engine right into your search input. JavaScript Plugin.,310,16,JavaScript,caroso1222,Carlos Roso,User,Colombia,4.570868,-74.297333,,Colombia,1084.5
stems/join-monster,join-monster,A GraphQL-to-SQL query execution layer for batch data fetching.,310,15,JavaScript,stems,Stem,Organization,,,,,,1084.5
CFETeam/weapp-demo-album,weapp-demo-album,The album demo of wechat micro program,305,127,JavaScript,CFETeam,Tencent Cloud Frontend Engineer Group,Organization,,,,,,1099.5
icodeforlove/task.js,task.js,":zap: Simplified interface for getting CPU intensive code to run on all cores (node.js, and web)",302,9,JavaScript,icodeforlove,Chad Scira,User,Los Angeles,34.0522342,-118.24368490000002,Los Angeles,United States,1106.5
hyperfuse/react-anime,react-anime,(ﾉ´ヮ´)ﾉ*:･ﾟ✧ A super easy animation library for React!,300,9,JavaScript,hyperfuse,HyperFuse,Organization,"Miami, United States",25.7616798,-80.1917902,Miami,United States,1112.5
kaktus/kaktus,kaktus,A new minimalistic web browser,299,9,JavaScript,kaktus,kaktüs,Organization,,,,,,1114.5
alibaba/uirecorder,uirecorder,UI Recorder is a UI test case recorder like Selenium IDE.,297,73,JavaScript,alibaba,Alibaba,Organization,"Hangzhou, China",30.274084999999996,120.15507,Hangzhou,China,1122.5
awslabs/aws-sdk-react-native,aws-sdk-react-native,AWS SDK for React Native (developer preview),296,27,JavaScript,awslabs,Amazon Web Services - Labs,Organization,"Seattle, WA",47.6062095,-122.33207079999998,Seattle,United States,1127.5
mozilla/datomish,datomish,"A persistent, relational store inspired by Datomic and DataScript.",295,11,JavaScript,mozilla,Mozilla,Organization,"Mountain View, California",37.3860517,-122.08385109999999,Mountain View,United States,1132.0
phretaddin/schemapack,schemapack,Create a schema object to encode/decode your JSON in to a compact byte buffer with no overhead.,294,15,JavaScript,phretaddin,,User,"Arlington, VA",38.8816208,-77.09098089999998,,United States,1136.5
ben-eb/postcss-resemble-image,postcss-resemble-image,Provide a gradient fallback for an image that loosely resembles the original.,294,6,JavaScript,ben-eb,Ben Briggs,User,,,,,,1136.5
jesstelford/react-bsod,react-bsod,:large_blue_circle: A Blue Screen Of Death (bsod) component to display your errors.,293,9,JavaScript,jesstelford,Jess Telford,User,"Sydney, Australia",-33.8688197,151.2092955,Sydney,Australia,1140.5
hharnisc/tabbie,tabbie,The missing tab manager for Chrome,292,17,JavaScript,hharnisc,Harrison Harnisch,User,Chicago,41.8781136,-87.62979820000001,Chicago,United States,1144.5
chromelens/chromelens,chromelens,Chrome DevTools extension for web accessibility development,290,8,JavaScript,chromelens,,Organization,Singapore,1.352083,103.819836,,Singapore,1152.5
sindu12jun/table-dragger,table-dragger,Easily drag and drop sorting table,290,28,JavaScript,sindu12jun,sindu12jun,User,Beijing,39.904211,116.407395,Beijing,China,1152.5
missive/emoji-mart,emoji-mart,Slack-like customizable emoji picker component for React,290,17,JavaScript,missive,Missive,Organization,,,,,,1152.5
bailicangdu/react-pxq,react-pxq,基于 react + react-router + redux + webpack + ES6 + less  的完整项目,290,117,JavaScript,bailicangdu,cangdu,User,shanghai,31.230415999999998,121.473701,Shanghai,China,1152.5
grigio/HAgnostic-News,HAgnostic-News,:fire: A simple Hacker News reader which is available for the Web and as React Native app (Android / iOS),289,25,JavaScript,grigio,Luigi Maselli,User,"Torino, Italy, Italia",45.070312,7.686856499999998,Turin,Italy,1157.5
sqreen/CTOSecurityChecklist,CTOSecurityChecklist,The SaaS CTO Security Checklist,289,34,JavaScript,sqreen,Sqreen,Organization,,,,,,1157.5
Erkaman/regl-cnn,regl-cnn,Digit recognition with Convolutional Neural Networks in WebGL,286,29,JavaScript,Erkaman,Eric Arnebäck,User,"Sweden, Gothenburg",57.70887,11.97456,Gothenburg,Sweden,1168.5
