full_name, stars, forks, description, language
gutfeeling/word_forms, 169, 10, "Accurately generate all possible forms of an English word e.g 'election' --> 'elect', 'electoral', 'electorate' etc.", Python
paarthneekhara/byteNet-tensorflow, 167, 28, "ByteNet for character-level language modelling", Python
mikeperry-tor/mission-improbable, 166, 23, "A set of scripts to root and install gapps and orbot+orwall into a CopperheadOS image and re-sign it for verified boot.", Python
jekirl/poketrainer, 166, 90, "The original Pokemon Go bot", Python
initialstate/pi-process-dashboard, 164, 10, "How to remotely monitor your Raspberry Pi processes", Python
mwichary/twitter-export-image-fill, 164, 9, "A script to download (backup locally) all the images accompanying your tweets", Python
decalage2/ViperMonkey, 164, 33, "A VBA parser and emulation engine to analyze malicious macros.", Python
ring04h/wyproxy, 164, 81, "Proxying And Recording HTTP/HTTPs/Socks5 proxy flow, Save To Mysql Database.     ", Python
mehulj94/Radium-Keylogger, 163, 68, "Python keylogger with multiple features.", Python
ethan-funny/React-News-Board, 163, 43, ":cyclone: A Full-Stack Web App built with React and Flask.", Python
marcopaz/is-service-up, 163, 25, "Monitor the status of all your cloud services in one page", Python
duduainankai/zhihu-terminal, 162, 38, "终端版知乎客户端", Python
keystone-engine/keypatch, 162, 40, "Multi-architecture assembler for IDA Pro. Powered by Keystone Engine.", Python
emeth-/pokelocater, 161, 136, "Display pokemon nearby to your location on a map.", Python
graphql-python/graphene-django, 160, 32, "Graphene Django integration", Python
llazzaro/packyou, 159, 7, "Import any python project from github easily", Python
buriburisuri/ByteNet, 158, 37, "A tensorflow implementation of French-to-English machine translation using DeepMind's ByteNet .", Python
viswanathgs/dist-dqn, 157, 13, "Multi-GPU reinforcement learning using Deep Q-Network in TensorFlow for OpenAI Gym", Python
skvvv/pikapy, 157, 57, "Pokemon Go Mass Account Creator", Python
romanvm/python-web-pdb, 156, 14, "Web-based remote UI for Python's PDB debugger", Python
bharadwaj-raju/cligenerator, 155, 8, "Generate a CLI tool from a Python module/function", Python
ericmjonas/pywren, 155, 9, "Just how many threads do you need? ", Python
seiferteric/qrtun, 154, 12, "IP Over QR Code Tunnel", Python
mseclab/nathan, 154, 31, "Android Emulator for mobile security testing", Python
python/devguide, 154, 29, "The Python developer's guide", Python
buriburisuri/ebgan, 154, 29, "A tensorflow implementation of Junbo et al's Energy-based generative adversarial network ( EBGAN ) paper. ", Python
jimfleming/recurrent-entity-networks, 153, 23, "An implementation of 'Tracking the World State with Recurrent Entity Networks'.", Python
owocki/s3_disk_util, 152, 16, "Like `du` but for S3", Python
sarahsharp/foss-heartbeat, 150, 14, "FOSS Heartbeat analyses the health of a community of contributors. :heartbeat:", Python
pavelgonchar/face-search, 149, 29, "Face search engine", Python
tehp/OpenPoGoBot, 149, 73, "A PokemonGo Python bot - NO LONGER MAINTAINED", Python
freach/udatetime, 149, 4, "Fast RFC3339 compliant Python date-time library", Python
ChrisLeeGit/awesome-linux-software-cn, 148, 30, "Linux 优秀软件资源大全中文版：一些针对 Linux 发行版的非常棒的应用程序、实用工具以及其它相关材料。A curated list of awesome applications, softwares, tools and other materials for Linux distros.", Python
janivanecky/Artistic-Style, 147, 18, "", Python
awslabs/aws-serverless-chatbot-sample, 146, 31, "Reference code for running a Slack chatbot using AWS Lambda and Amazon API Gateway. ", Python
weaveworks/grafanalib, 146, 4, "Python library for building Grafana dashboards", Python
shellphish/driller, 145, 37, "Driller: augmenting AFL with symbolic execution!", Python
tiann/super-adb, 144, 13, "Enhance the adb shell using busybox, supporting vi、grep and awk etc. No need root.", Python
Smerity/keras_snli, 143, 16, "Simple Keras model that tackles the Stanford Natural Language Inference (SNLI) corpus using summation and/or recurrent neural networks", Python
ajarai/fast-weights, 143, 36, "Implementation of Using Fast Weights to Attend to the Recent Past", Python
cuemacro/chartpy, 143, 20, "Easy to use Python API wrapper to plot charts with matplotlib, plotly, bokeh and more", Python
jiamings/fast-weights, 143, 12, "Implementation of the paper [Using Fast Weights to Attend to the Recent Past](https://arxiv.org/abs/1610.06258)", Python
suraj-root/spade, 142, 79, "APK backdoor embedder", Python
michaldaniel/Ebook-Viewer, 142, 8, "Modern GTK Python Ebook Reader app to easily read epub files", Python
joxeankoret/cosa-nostra, 142, 34, "Cosa Nostra, a FOSS graph based malware clusterization toolkit.", Python
initialstate/pi-sensor-free-presence-detector, 142, 26, "", Python
buriburisuri/sugartensor, 141, 12, "A slim tensorflow wrapper that provides syntactic sugar for tensor variables. This library will be helpful for practical deep learning researchers not beginners.", Python
ayushoriginal/Sentiment-Analysis-Twitter, 140, 42, ":mortar_board:RESEARCH:smirk_cat: [NLP :thought_balloon:] We use different feature sets and machine learning classifiers to determine the best combination for sentiment analysis of twitter. :thumbsup:", Python
seikur0/PGO-mapscan-opt, 140, 66, "", Python
CYHSM/chess-surprise-analysis, 140, 10, "Find surprising moves in chess games", Python
Fire30/PS4-3.55-Code-Execution-PoC, 140, 23, "", Python
jay-mahadeokar/pynetbuilder, 139, 64, "pyNetBuilder is a modular pytonic interface with builtin modules for generating popular caffe prototxt network file definitions.", Python
Zeta36/tensorflow-tex-wavenet, 139, 21, "This is a TensorFlow implementation of the WaveNet generative neural network architecture https://deepmind.com/blog/wavenet-generative-model-raw-audio/ for text generation.", Python
songluyi/crawl_wechat, 136, 54, "用于批量爬取微信公众号所有文章", Python
ayush1997/visualize_ML, 136, 13, "Python package to visualize some processes involved in Machine learning.", Python
alexa-pi/AlexaPi, 135, 30, "Alexa client for all your devices!", Python
lebinh/aq, 135, 5, "Query AWS resources with SQL", Python
stedmeister/easyargs, 135, 2, "A python module to make handling command line arguments easy", Python
saikatbsk/Vincent-AI-Artist, 135, 35, "A neural algorithm for artistic style transfer", Python
cglatot/PokeManager, 135, 35, "Uses Python API for Pokemon Go to mass transfer Pokemon", Python
multunus/autonomous-rc-car, 133, 33, "Autonomous RC car using Raspberry Pi and ANN", Python
hugorut/neural-cli, 133, 9, "command line neural network", Python
platomav/MEAnalyzer, 133, 17, "Intel Engine Firmware Analysis Tool", Python
docsbox/docsbox, 132, 8, "Self-hosted document converting service with HTTP API", Python
PokemonGoF/PokemonGo-Bot-Backup, 132, 19, "The Pokemon Go Bot, baking with community.", Python
yanpanlau/DDPG-Keras-Torcs, 132, 37, "Using Keras and Deep Deterministic Policy Gradient to play TORCS", Python
GiacomoLaw/Keylogger, 132, 25, "A simple keylogger for Windows, Linux and Mac by Giacomo Lawrance", Python
k4m4/onioff, 132, 28, "🌰 An onion url inspector for inspecting deep web links.", Python
stanislav-web/OpenDoor, 131, 42, "OWASP Directory Access scanner", Python
Thoxvi/MyCar_python, 130, 32, "自动发车爬虫", Python
caspartse/QQ-Groups-Spider, 130, 54, "QQ Groups Spider（QQ 群爬虫）", Python
junrushao1994/fast-neural-style.tf, 129, 28, "Feed-forward neural network for real-time artistic style transfer", Python
nneonneo/eqgrp-free-file, 129, 360, "Free sampling of files from the purported Equation Group hack.", Python
osnr/horrifying-pdf-experiments, 129, 8, ":syringe: Stuff which works in Chrome and maybe Acrobat and Foxit.", Python
orobix/retina-unet, 127, 42, "Retina blood vessel segmentation with a convolutional neural network", Python
coxlab/prednet, 127, 31, "Code and models accompanying 'Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning'", Python
ridiculousfish/one-second-dash, 127, 4, "Gently redirecting the Dash button through monitor mode", Python
jarun/imgp, 126, 9, "Superfast multi-core batch image resizer and rotator.", Python
aizvorski/vgg-benchmarks, 126, 9, "Simple benchmark of deep learning frameworks on VGG-16", Python
springload/awesome-wagtail, 125, 11, "A curated list of awesome packages, articles, and other cool resources from the Wagtail community.", Python
anatolikalysch/VMAttack, 125, 41, "VMAttack PlugIn for IDA Pro", Python
Guanghan/ROLO, 123, 61, "ROLO is short for Recurrent YOLO, aimed at simultaneous object detection and tracking", Python
c0cky/TensorFlow-in-a-Nutshell, 123, 42, "The repo for the fast and easy guide to the most popular deep learning framework in the world.", Python
arpitbbhayani/flasksr, 122, 5, "Make flask pages load faster and better by streaming partial HTTP Responses :boom:", Python
buriburisuri/ac-gan, 122, 16, "A tensorflow implementation of google's AC-GAN ( Auxiliary Classifier GAN ).", Python
datalogai/recurrentshop, 121, 39, "Framework for building complex recurrent neural networks with Keras", Python
tcstool/Fireaway, 120, 41, "Next Generation Firewall Audit and Bypass Tool", Python
amueller/futurepast, 119, 7, "Deprecation tools for Python", Python
robbiebarrat/rapping-neural-network, 119, 14, "Neural network that can 'write' rap songs -- other python files help it deliver the raps.", Python
mwrlabs/win_driver_plugin, 118, 32, "A tool to help when dealing with Windows IOCTL codes or reversing Windows drivers.", Python
bokeh/colorcet, 118, 15, "A set of useful perceptually uniform colormaps for plotting scientific data", Python
jxwufan/AssociativeRetrieval, 117, 19, "TensorFlow implementation of Fast Weights", Python
kundan2510/pixelCNN, 116, 23, "Theano implementation of pixelCNN architecture", Python
Enny1991/PLSTM, 114, 19, "", Python
JonathanSalwan/Tigress_protection, 114, 22, "Playing with the Tigress binary protection. Automatic deobfuscation using symbolic execution and LLVM.", Python
daleroberts/bv, 114, 0, "Quickly view satellite imagery, hyperspectral imagery, and machine learning image outputs directly in your iTerm2 terminal.", Python
YPlan/django-perf-rec, 113, 4, "Keep detailed records of the performance of your Django code.", Python
paarthneekhara/neural-vqa-tensorflow, 113, 15, "Visual Question Answering in Tensorflow.", Python
bhuztez/lift, 113, 9, "LIsp Flavoured Tensor", Python
zhebrak/raftos, 112, 3, "Asynchronous replication framework for distributed Python projects", Python
maK-/parameth, 112, 20, "This tool can be used to brute discover GET and POST parameters", Python
philferriere/dlwin, 112, 21, "GPU-accelerated Deep Learning on Windows 10 native", Python
CSTR-Edinburgh/merlin, 112, 63, "This is now the official location of the Merlin project.", Python
igogo-x86/HexRaysPyTools, 111, 30, "Ida Pro plugin", Python
Viralmaniar/Wifi-Dumper, 111, 28, "This is an open source tool to dump the wifi profiles and cleartext passwords of the connected access points on the Windows machine. This tool will help you in a Wifi penetration testing. Furthermore, it is useful while performing red team or an internal infrastructure engagements.", Python
mschwager/gitem, 110, 16, "A Github organization reconnaissance tool.", Python
tox-dev/tox, 110, 27, "virtualenv management and test command line tool", Python
yrq110/TinyGoogle, 110, 26, "A search web app built by Flask and Google CSE", Python
aziz/SublimeHyperClick, 110, 2, "Quickly and easily jump between your files. The missing part of Go to definition functionality in Sublime.", Python
thunlp/NSC, 110, 32, "Neural Sentiment Classification", Python
TachyonRSA/PoGoTos, 109, 25, "PoGo Terms of Service Agreement", Python
ihodev/sublime-file-icons, 109, 10, "Sublime file icons for improved visual grepping", Python
violentshell/rollmac, 108, 17, "Automated WiFi time or data limit evasion", Python
baidu-research/ba-dls-deepspeech, 108, 37, "", Python
dyelax/encore.ai, 108, 13, "Generate new lyrics in the style of any artist using LSTMs and TensorFlow", Python
persepolisdm/persepolis, 107, 11, "Persepolis Download Manager is a GUI for aria2.", Python
h2non/pook, 107, 3, "Versatile and expressive HTTP traffic mocking and expectations made easy in Python", Python
v55448330/lazy-balancer, 107, 47, "nginx for balancer web ui", Python
alestic/aws-git-backed-static-website, 107, 16, "Git-backed Static Website powered entirely by AWS CloudFormation stack", Python
yjxiong/temporal-segment-networks, 107, 62, "Code & Models for Temporal Segment Networks (TSN) in ECCV 2016", Python
alibaba/iOSSecAudit, 105, 37, "iOS Security Audit Toolit - A semi-automatic tool for iOS App security audit and iOS reverse engineering", Python
sihaelov/harser, 105, 2, "Easy way for HTML parsing and building XPath", Python
SonyCSL-Paris/DeepBach, 104, 25, "code accompanying 'DeepBach: a Steerable Model for Bach Chorales Generation' paper", Python
OWASP/QRLJacking, 104, 57, " QRLJacking or Quick Response Code Login Jacking is a simple-but-nasty attack vector affecting all the applications that relays on “Login with QR code” feature as a secure way to login into accounts which aims for hijacking users session by attackers.", Python
violentshell/rover, 103, 39, "Proof of Concept code for CVE-2016-5696", Python
umputun/rt-bot, 103, 55, "Мета-репо для движения 'создай своего бота'", Python
clr2of8/DPAT, 103, 29, "Domain Password Audit Tool for Pentesters", Python
secrary/SSMA, 103, 28, "SSMA - Simple Static Malware Analyzer", Python
softage0/algorithm-trading-webapp, 103, 26, "Algorithm Trading web application with Python, Django, PyQt5 and Javascript", Python
crossin/gluttonous, 103, 57, "game of gluttonous python（仿制《贪吃蛇大作战》）", Python
yassineaddi/BackdoorMan, 103, 36, "BackdoorMan is a toolkit that helps you find malicious, hidden and suspicious PHP scripts and shells in a chosen destination.", Python
xunhuang1995/SGAN, 102, 16, "Stacked Generative Adversarial Networks: https://arxiv.org/abs/1612.04357", Python
adamcaudill/EquationGroupLeak, 102, 71, "Archive of leaked Equation Group materials", Python
scottlawsonbc/audio-reactive-led-strip, 102, 6, ":musical_note: :rainbow: Real-time LED strip music visualization using the ESP8266 and Python", Python
samdmarshall/nslocalizer, 101, 3, "A tool for finding missing and unused NSLocalizedStrings", Python
datasciencebr/jarbas, 101, 31, "🎩 API for information and suspicions about reimbursements by Brazilian congresspeople", Python
LiuXingMing/Tmall1212, 101, 86, "天猫双12爬虫，附商品数据。", Python
yenchenlin/pix2pix-tensorflow, 101, 26, "TensorFlow implementation of 'Image-to-Image Translation Using Conditional Adversarial Networks'.", Python
rubenmak/PokemonGo-SlackBot, 100, 41, "Receive Slack notification whenever a Pokémon spawns near a given location", Python
theveloped/ThreadTone, 100, 9, "a halftone representation of an image made of thread", Python
kickstarter/ios-oss, 3635, 411, "Kickstarter for iOS. Bring new ideas to life, anywhere.", Swift
shu223/iOS-10-Sampler, 2691, 237, "Code examples for new APIs of iOS 10.", Swift
kahopoon/Pokemon-Go-Controller, 2504, 322, "play pokemon go safely or at unavailable area", Swift
omaralbeik/SwifterSwift, 2373, 151, "A handy collection of more than 390 native Swift 3 extensions to boost your productivity.", Swift
avatsaev/touchbar_nyancat, 1967, 64, "Stupid nyancat animation on your +$2k MacBook Pro's Touchbar", Swift
BeauNouvelle/FaceAware, 1720, 103, "An extension that gives UIImageView the ability to focus on faces within an image.", Swift
eBay/NMessenger, 1695, 126, "A fast, lightweight messenger component built on AsyncDisplaykit and written in Swift", Swift
SwiftKickMobile/SwiftMessages, 1682, 118, "A very flexible message bar for iOS written in Swift.", Swift
ltebean/Live, 1479, 234, "Demonstrate how to build a live broadcast app(Swift 3)", Swift
Cosmo/TinyConsole, 1464, 36, "🚦📱 A tiny log console to display information while using your iOS app. Written in Swift 3.", Swift
BendingSpoons/katana-swift, 1343, 44, "Swift Apps in a Swoosh! A modern framework for creating iOS and macOS apps, inspired by React and Redux.", Swift
krzysztofzablocki/Sourcery, 1302, 41, "A tool that brings meta-programming to Swift, allowing you to code generate Swift code.", Swift
zhuhaow/SpechtLite, 1253, 171, "A rule-based proxy for macOS", Swift
nicklockwood/SwiftFormat, 1092, 40, "A code library and command-line formatting tool for reformatting Swift code", Swift
SebastianBoldt/Jelly, 1088, 45, "💪 Jelly provides custom view controller transitions in iOS with just a few lines of code", Swift
146BC/StyleKit, 1042, 34, "A powerful & easy to use styling framework written in Swift", Swift
aslanyanhaik/youtube-iOS, 1042, 196, "youtube iOS app template written in swift 3", Swift
marciok/Mu, 1032, 50, "It's a Swift playground explaining how to create a tiny programming language named Mu", Swift
Yalantis/Segmentio, 1018, 85, "Animated top/bottom segmented control written in Swift.", Swift
facebook/facebook-sdk-swift, 965, 88, "Integrate your iOS apps in Swift with Facebook Platform.", Swift
itsmeichigo/DateTimePicker, 885, 66, "A nicer iOS UI component for picking date and time", Swift
orazz/CreditCardForm-iOS, 833, 63, "CreditCardForm is iOS framework that allows developers to create the UI which replicates an actual Credit Card.", Swift
Yalantis/ColorMatchTabs, 750, 72, "This is a Review posting app that let user find interesting places near them", Swift
naru-jpn/View2ViewTransition, 728, 56, "Custom interactive view controller transition from one view to another view.", Swift
kyleduo/TinyPNG4Mac, 721, 63, "TinyPNG client for Mac", Swift
mcmatan/ImageOpenTransition, 719, 36, "Beautiful and precise transitions between ViewControllers images written in Swift.", Swift
Yalantis/PixPic, 717, 111, "PixPic, a Photo Editing App", Swift
onmyway133/Snowflake, 711, 23, "❄️  SVG in Swift", Swift
totocaster/Typist, 711, 21, "Small Swift UIKit keyboard manager for iOS apps.", Swift
mariohahn/StatusProvider, 708, 37, "Protocol to handle initial Loadings, Empty Views and Error Handling in a ViewController & views", Swift
krzysztofzablocki/KZFileWatchers, 702, 37, "A micro-framework for observing file changes, both local and remote. Helpful in building developer tools.", Swift
dalu93/Each, 698, 22, "Elegant ⏱ interface for Swift apps", Swift
edopelawi/CascadingTableDelegate, 679, 38, "A no-nonsense way to write cleaner UITableViewDelegate and UITableViewDataSource in Swift.", Swift
apple/swift-protobuf, 669, 51, "Plugin and runtime library for using protobuf with Swift", Swift
kf99916/TimelineTableViewCell, 636, 45, "Simple timeline view implemented by UITableViewCell written in Swift 3.0", Swift
ennioma/arek, 623, 22, "AREK is a clean and easy to use wrapper over any kind of iOS permission.", Swift
ijoshsmith/json2swift, 613, 23, "A macOS command line tool that generates excellent Swift data models based on JSON data.", Swift
pascalbros/PAPermissions, 596, 48, "A unified API to ask for permissions on iOS", Swift
plu/pxctest, 594, 26, "Execute tests in parallel on multiple iOS Simulators", Swift
markohlebar/Import, 593, 18, "Xcode extension for adding imports from anywhere in the code ☝️", Swift
stevestreza/Relayout, 573, 13, "Swift microframework for declaring Auto Layout constraints functionally", Swift
alibaba/HandyJSON, 560, 65, "a handy swift json-object serialization/deserialization library", Swift
KevinGong2013/ChineseIDCardOCR, 556, 77, "🇨🇳中国二代身份证光学识别", Swift
HamzaGhazouani/HGCircularSlider, 555, 32, "A custom reusable circular slider control for iOS application.", Swift
sasojadrovski/SJFluidSegmentedControl, 546, 26, "A segmented control with custom appearance and interactive animations. Written in Swift 3.0.", Swift
malcommac/SwiftRichString, 534, 16, "Elegant & Painless Attributed Strings Management Library in Swift", Swift
shinobicontrols/iOS10-day-by-day, 533, 91, "Projects to accompany the iOS 10 Day by Day blog series ", Swift
whitesmith/WSTagsField, 526, 28, "An iOS text field that represents different Tags", Swift
devxoul/RxTodo, 524, 63, "iOS Todo Application with RxSwift + MVVM", Swift
popwarsweet/PageControls, 523, 40, "This is a selection of custom page controls to replace UIPageControl, inspired by a dribbble found here: https://dribbble.com/shots/2578447-Page-Control-Indicator-Transitions-Collection", Swift
enochng1/RaceMe, 523, 78, "RaceMe is a run tracking + ghosting iOS mobile application.", Swift
candostdagdeviren/CDAlertView, 514, 42, "Highly customizable alertview and alert/notification/success/error/alarm popup written in Swift 3", Swift
Yalantis/ForceBlur, 507, 24, "ForceBlur Animation for iOS Messaging Apps", Swift
inamiy/RxAutomaton, 497, 12, "RxSwift + State Machine, inspired by Redux and Elm.", Swift
BohdanOrlov/BouncyPageViewController, 492, 30, "Page view controller with bounce effect", Swift
WorldDownTown/ZoomTransitioning, 469, 31, "ZoomTransitioning provides a custom transition with image zooming animation and swiping the screen edge.", Swift
gkye/ComplimentaryGradientView, 458, 17, "Create complementary gradients generated from dominant and prominent colors in supplied image. Inspired by Grade.js", Swift
Roylee-ML/PrismaSimpleImagePicker, 455, 75, "This is a copy of the Prisma APP. Reproduce Prisma custom camera, image picker and picture editor", Swift
Bouke/SwiftInitializerGenerator, 454, 14, "Xcode 8 Source Code Extension to Generate Swift Initializers", Swift
wayfair/brickkit-ios, 446, 36, "BrickKit For IOS ", Swift
Onix-Systems/RainyRefreshControl, 446, 34, "", Swift
linkedin/RocketData, 420, 23, "A caching and consistency solution for immutable models.", Swift
wulkano/aperture.js, 415, 24, "A library for screen recording", Swift
hrscy/TodayNews, 403, 141, "Swift开源项目-模仿今日头条", Swift
marmelroy/ObjectiveKit, 401, 13, "Swift-friendly API for a set of powerful Objective C runtime functions.", Swift
Augustyniak/FileExplorer, 399, 32, "FileExplorer is a powerful iOS file browser that allows its users to choose and remove files and/or directories", Swift
icanzilb/Retry, 388, 10, "Haven't you wished for `try` to sometimes try a little harder? Meet `retry`", Swift
bannzai/Kaeru, 386, 21, "Switch viewcontroller like ios task manager", Swift
Raizlabs/Eject, 378, 18, "An eject button for Interface Builder to generate swift code", Swift
joedaniels29/10Clock, 368, 32, "This Control is a beautiful time-of-day picker heavily inspired by the iOS 10 'Bedtime' timer.", Swift
hrscy/DanTang, 368, 107, "Swift开源项目-模仿单糖", Swift
Awesome-Server-Side-Swift/TheList, 361, 34, "A list of Awesome Server Side Swift 3 projects", Swift
100mango/SwiftTimer, 358, 20, "Simple and Elegant Timer", Swift
MDCC2016/ProtocolNetwork, 356, 28, "Sample project to show how to use protocol/extension to build a network layer", Swift
PiXeL16/IBLocalizable, 353, 25, "Localize your views directly in Interface Builder with IBLocalizable", Swift
yannickl/Reactions, 353, 20, "Fully customizable Facebook reactions control", Swift
soffes/JSON, 346, 18, "Micro framework for easily parsing JSON in Swift 3 with rich error messages in less than 100 lines of code", Swift
arvindhsukumar/PredicateEditor, 343, 21, "A GUI for dynamically creating NSPredicates at runtime to query data in your iOS app.", Swift
brianmichel/Juice, 336, 19, "Make your battery information a bit more interesting.", Swift
Athlee/OnboardingKit, 328, 34, "A simple and interactive framework for making iOS onboarding experience easy and fun!  ", Swift
MillmanY/MMCardView, 327, 21, "Custom CollectionView like Wallet App", Swift
fastred/EmojiTextView, 321, 13, "Tap to swap out words with emojis. Inspired by Messages.app on iOS 10.", Swift
cookiecutter-swift/FrameworkTemplate, 320, 10, "A template for new Swift iOS / tvOS / watchOS / macOS Framework project ready with travis-ci, cocoapods, Carthage, SwiftPM and a Readme file ", Swift
RxSwiftCommunity/RxKeyboard, 315, 13, "Reactive Keyboard in iOS", Swift
insidegui/PlayAlways, 303, 16, "Create Xcode playgrounds from your menu bar", Swift
shoheiyokoyama/Koyomi, 301, 24, "Simple customizable calendar component in Swift :calendar:", Swift
azimin/AZTransitions, 301, 14, "API to make great custom transitions in one method", Swift
52inc/Pulley, 298, 25, "A library to imitate the iOS 10 Maps UI.", Swift
zhuhaow/Specht, 296, 39, "A rule-based proxy app built with Network Extension for macOS", Swift
WhiskerzAB/PlaygroundTDD, 294, 10, "Small library to easily run your tests directly within a Playground", Swift
robertherdzik/RHPreviewCell, 293, 18, "I envied so much Spotify iOS app this great playlist preview cell 😍, I decided to create my own one 🌶. Now you can give your users ability to quick check 'what content is hidden under your UITableViewCell'. Great think is that this Library not requires 3D Touch support from user device💥.", Swift
luispadron/UICircularProgressRing, 288, 42, "A circular progress bar for iOS written in Swift 3", Swift
hungtruong/TouchFart, 286, 22, "A fart app for the new Macbook Pro's Touch Bar", Swift
erikolsson/Touch-Bar-Lemmings, 277, 19, "", Swift
HHuiHao/liwushuo, 275, 77, "高仿礼物说(swift)", Swift
mergesort/TableFlip, 274, 19, "A simpler way to do cool UITableView animations! (╯°□°）╯︵ ┻━┻", Swift
keitaoouchi/IoniconsKit, 271, 15, "Use ionicons as UIImage / UIFont in your projects with Swifty manners.", Swift
jariz/Noti, 270, 19, "Receive Android notifications on your mac. (w/PushBullet)", Swift
alsedi/RippleEffectView, 264, 18, "RippleEffectView - A Neat Rippling View Effect", Swift
jakemarsh/CostumeKit, 263, 9, "Base types for theming an app.", Swift
PGSSoft/ParallaxView, 257, 20, "tvOS controls and extensions that add parallax effect to your application.", Swift
jinSasaki/Vulcan, 252, 11, "Multi image downloader with priority in Swift", Swift
mindz-eye/MYTableViewIndex, 250, 15, "A pixel perfect replacement for UITableView section index, written in Swift", Swift
shashankpali/EZYGradientView, 247, 12, "Create gradients and blur gradients without a single line of code", Swift
MillmanY/UploadImage, 247, 28, "It's an Extension helper for UIImageView upload", Swift
bgian/Sketch-iOS-Library, 241, 9, "A library of iOS styles replicated in Sketch to speed up your workflow.", Swift
Fnoz/FNPaperShredder, 236, 20, "Swift实现的超酷的碎纸机动画：包含2种模式：纸条和纸片；", Swift
toolinbox/iPicUploader, 235, 23, "Use iPic to upload images on macOS.", Swift
douban/FRDIntent, 234, 29, "A framework for handle the call between view controllers in iOS", Swift
kishikawakatsumi/TextKitExamples, 234, 21, "TextKit examples for try! Swift NYC 2016", Swift
IBM-Swift/Swift-Kuery, 233, 11, "SQL database abstraction layer", Swift
brianmichel/ESCapey, 229, 9, "An ESC key solution for new Apple Laptops", Swift
DTVD/The-introduction-to-RxSwift-you-have-been-missing, 228, 16, "The introduction to RxSwift you've been missing", Swift
AkdM/KnightTouchBar2000, 221, 18, "KITT 2000 chaser animation for your MacBook Pro TouchBar.", Swift
TBXark/PinterestSegment, 216, 8, "A Pinterest-like segment control with masking animation.", Swift
muukii/JAYSON, 214, 14, "Swift3 - Available on Linux, Cocoa 🌟 Easy and Strict, Scalable JSON library 🎉 Can be read 👀 and write 🖊", Swift
andresinaka/SnapTimer, 213, 9, "Implementation of Snapchat's stories timer. ", Swift
apollostack/apollo-ios, 211, 18, "📱 A GraphQL client for iOS, written in Swift", Swift
youngsoft/TangramKit, 208, 38, "TangramKit is a powerful iOS UI framework implemented by Swift. It integrates the functions with Android layout,iOS AutoLayout,SizeClass, HTML CSS float and flexbox and bootstrap. So you can use LinearLayout,RelativeLayout,FrameLayout,TableLayout,FlowLayout,FloatLayout,LayoutSizeClass to build your App 自动布局 UIView UITableView UICollectionView", Swift
harlanhaskins/Probably, 208, 8, "A Swift probability and statistics library", Swift
thoughtbot/Perform, 207, 3, "Easy dependency injection for storyboard segues", Swift
GraphQLSwift/GraphQL, 206, 6, "The Swift GraphQL implementation for macOS and Linux", Swift
eBardX/XestiMonitors, 203, 5, "An extensible monitoring framework written in Swift", Swift
NghiaTranUIT/iOS-Awesome-Starter-Kit, 203, 21, "The perfect combination: Clean Swift + ReSwift + PromiseKit", Swift
nst/JSONTestSuite, 203, 40, "A comprehensive test suite for RFC 7159 compliant JSON parsers", Swift
sahandnayebaziz/Hypertext, 201, 11, "Any-way-you-want-it, type-safe HTML in Swift.", Swift
OrRon/ConfettiView, 199, 9, "Confetti View lets you create a magnificent confetti view in your app", Swift
6ag/EnglishCommunity-swift, 198, 67, "已经上架：swift语言开发的自学英语社区app", Swift
jobandtalent/CardStackController, 197, 9, "iOS custom controller used in Jobandtalent app to present new view controllers as cards", Swift
johnno1962/RefactoratorApp, 196, 6, "App version of Refactorator plugin", Swift
netyouli/WHC_ScanUnreferenceImageTool, 195, 29, "扫描项目里没有使用的图片工具，删除没有引用的图片以减小打包体积", Swift
hsylife/SwiftyPickerPopover, 194, 12, "Popover with Picker by Swift 3/2.3 for iPhone/iPad, iOS9+.", Swift
gokulgovind/GLNotificationBar, 194, 17, "GLNotificationBar is a ios10 style notification bar, can be used to handle push notification in active state. ", Swift
baoyongzhang/ApkChannelBuilder, 185, 22, "一个 Mac App，用于 Apk 多渠道打包。", Swift
PopcornTimeTV/PopcornTimeTV, 184, 40, "Popcorn Time for Apple TV 4, iPhone and iPad", Swift
pascalbros/Me, 183, 12, "A super slim solution to the nested asynchronous computations", Swift
rshevchuk/Wallet, 182, 21, "Wallet is a library to manage cards and passes.", Swift
qiuncheng/NoticeBar, 179, 20, "😍A simple NoticeBar written by Swift 3, similar with QQ notice view.", Swift
rolandleth/LTHRadioButton, 169, 6, "A radio button with a pretty animation", Swift
chenxtdo/UPImageMacApp, 166, 27, "a mac app can upload images and save links.(support markdown links)", Swift
yulingtianxia/pbxprojHelper, 161, 14, "A macOS tool help you handling project.pbxproj files. Written in Swift 3!", Swift
pitiphong-p/CollectionViewShelfLayout, 161, 11, "A UICollectionViewLayout subclass displays its items as rows of items similar to the App Store Feature tab without a nested UITableView/UICollectionView hack.", Swift
nicklockwood/Expression, 161, 6, "A Mac and iOS library for evaluating numeric expressions at runtime", Swift
ayushn21/AvatarImageView, 160, 14, "AvatarImageView is a UIImageView subclass designed to show a user's profile picture, falling back to their initials when a picture is unavailable", Swift
